"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000053861",3.24344013888875,-0.627884907788714,0.53655014256039,-1.17022596395647,0.241910046845796,0.998518340850117
"ENSMUSG00000036223",87.5783775150915,0.171330785351031,0.173204896519742,0.989179802613155,0.322575178438239,0.998518340850117
"ENSMUSG00000024560",1671.40332188501,-0.076136483998151,0.045098224395985,-1.68823684342058,0.0913657733423264,0.998518340850117
"ENSMUSG00000118151",0.0815476585902729,-0.466674564284287,3.02618920828379,-0.15421195839534,0.877442613544716,0.998518340850117
"ENSMUSG00000024561",2001.68277846965,-0.0450055637984296,0.0638892946400581,-0.704430437868873,0.481164756157243,0.998518340850117
"ENSMUSG00000035394",4.2759117681141,0.281330787472207,0.376983666024577,0.746267843482286,0.455505632427873,0.998518340850117
"ENSMUSG00000025885",18268.1129578314,0.149041011193804,0.105597692174323,1.41140405746523,0.158125507266751,0.998518340850117
"ENSMUSG00000088689",3.14594319888622,-0.586249693565177,0.533509387693441,-1.09885544113807,0.271831125123775,0.998518340850117
"ENSMUSG00000089235",7.70857573328028,0.13829508752226,0.300209211899121,0.460662371575496,0.645040855503831,0.998518340850117
"ENSMUSG00000036880",4678.93005966355,0.0442219250525635,0.129532759348137,0.341395684575135,0.732805723391967,0.998518340850117
"ENSMUSG00000117767",0.123340200193231,0.062307772028754,3.02618920828379,0.0205895162993096,0.983573103475976,0.998518340850117
"ENSMUSG00000053846",244.6046450723,0.242971290080928,0.267226661372231,0.909232966625599,0.363227166010055,0.998518340850117
"ENSMUSG00000118384",4.8553569030985,0.337382760898865,0.5638040863311,0.598404249061673,0.549570231274563,0.998518340850117
"ENSMUSG00000062328",18475.7683222512,0.0901995012994682,0.0634194501955314,1.42226873650544,0.154948251089897,0.998518340850117
"ENSMUSG00000064871",9.4424184695474,-0.0605731223811986,0.248615064631427,-0.243642204349115,0.807507938717689,0.998518340850117
"ENSMUSG00000064647",19.4640493881439,0.00537857077685167,0.210857596507167,0.025508072110975,0.979649709969931,0.998518340850117
"ENSMUSG00000064844",7.95204211485921,-0.637284622326402,0.275971321952623,-2.30924219885357,0.0209301451088451,0.998518340850117
"ENSMUSG00000036299",3737.16603047694,0.109758661789935,0.0875010342655068,1.25436987929641,0.209707595350783,0.998518340850117
"ENSMUSG00000035765",1283.96628777458,0.120038483757855,0.100086172320793,1.19935132870415,0.230391364341266,0.998518340850117
"ENSMUSG00000094153",0.231766303843213,0.99851687370572,2.06404504086829,0.483766998265536,0.628551238713697,0.998518340850117
"ENSMUSG00000102047",303.137192921239,-0.303593780723127,0.30766429329484,-0.986769629559151,0.323755586475887,0.998518340850117
"ENSMUSG00000092569",25.4290968320003,-0.288210584143686,0.220464967134804,-1.30728517954264,0.191115875687291,0.998518340850117
"ENSMUSG00000025880",2572.36432792828,-0.252870152599907,0.225810849237701,-1.11983172400066,0.262785477690204,0.998518340850117
"ENSMUSG00000052928",572.315709878701,-0.013842942453982,0.0921084724701642,-0.150289567102158,0.880536163750722,0.998518340850117
"ENSMUSG00000097712",12.2573411904995,0.0982190260818143,0.510563929702333,0.192373609587104,0.847449562808638,0.998518340850117
"ENSMUSG00000118164",0.0820112122020228,-0.466674564284287,3.02618920828379,-0.15421195839534,0.877442613544716,0.998518340850117
"ENSMUSG00000044646",118.256274120961,-0.171226338999845,0.19181141736564,-0.89268064097272,0.372028220402235,0.998518340850117
"ENSMUSG00000098276",0.121523942787309,0.062307772028754,3.02618920828379,0.0205895162993096,0.983573103475976,0.998518340850117
"ENSMUSG00000118294",1.68809444515777,-0.400541515184065,0.621846712925343,-0.644116157340132,0.519500113752983,0.998518340850117
"ENSMUSG00000118004",3.7766821085631,-0.0245248232534558,0.371896546422942,-0.0659452836799531,0.947421387859638,0.998518340850117
"ENSMUSG00000024563",1842.86225729766,-0.0542564581700034,0.0553991101451538,-0.979374181784572,0.327395129133755,0.998518340850117
"ENSMUSG00000117816",0.497800680536174,-2.25102461426874,1.1570065012144,-1.94555917525618,0.0517077149747071,0.998518340850117
"ENSMUSG00000090000",1391.0066873518,0.0528602796907178,0.0794438508050812,0.665379121921126,0.505808035217281,0.998518340850117
"ENSMUSG00000117732",0.724006807531608,-0.749879930772783,0.939451619961743,-0.798210269522256,0.424748478906247,0.998518340850117
"ENSMUSG00000025421",290.638582574096,-0.0433824053472077,0.0814771666870352,-0.532448624702984,0.594415315340704,0.998518340850117
"ENSMUSG00000025420",4.4875156608338,0.243477070734655,0.428048660252214,0.568806991689201,0.569487129330161,0.998518340850117
"ENSMUSG00000025423",867.439523377718,0.0499465530706413,0.0618884154634118,0.807042040043333,0.419642262884339,0.998518340850117
"ENSMUSG00000025425",0.32913228426178,-0.314698339783705,1.17748495158457,-0.267263152161909,0.78926655544975,0.998518340850117
"ENSMUSG00000032818",0.0784813426223031,-0.466674564284287,3.02618920828379,-0.15421195839534,0.877442613544716,0.998518340850117
"ENSMUSG00000025427",22.9414470653509,-0.591485114555332,0.33448770323703,-1.76833141796003,0.0770055144961148,0.998518340850117
"ENSMUSG00000047466",816.284283432128,0.0150084524470804,0.0512236265258992,0.292998631002669,0.769523198099795,0.998518340850117
"ENSMUSG00000097666",1.91033457158814,-0.291146732489406,0.545993598001375,-0.533242026198029,0.593866053125626,0.998518340850117
"ENSMUSG00000041840",234.043023975194,0.0714335064081584,0.169156540429099,0.422292311174922,0.672811669614674,0.998518340850117
"ENSMUSG00000025428",54669.6602602004,0.0343654694854706,0.064771551367202,0.530564248656733,0.595720775709045,0.998518340850117
"ENSMUSG00000025429",3415.06513641625,0.113766434195655,0.080894775105211,1.40635083103564,0.159619973046552,0.998518340850117
"ENSMUSG00000073529",4.03672573801427,-0.0645226575235111,0.641334896418223,-0.100606809147393,0.919862591217911,0.998518340850117
"ENSMUSG00000039840",1791.15587457888,0.0665521231777004,0.0583077616306015,1.1413938953673,0.253706043934783,0.998518340850117
"ENSMUSG00000059336",24.7819626723743,-0.111778378236628,0.252530549134257,-0.442633093777504,0.658031143614277,0.998518340850117
