"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"genes";"signal"
"mt-Nd4";1,14308679107557e-192;-0,522235285672042;0,973;0,991;2,33304014058523e-188;"Enterocytes";"mt-Nd4";"Upregulated_yMB"
"Pigr";5,73719448259206e-166;-0,745862284312956;0,589;0,84;1,17096139389704e-161;"Enterocytes";"Pigr";"Upregulated_yMB"
"mt-Nd6";1,34754894249912e-165;-2,09732108301477;0,204;0,499;2,75034739164069e-161;"Enterocytes";"mt-Nd6";"Upregulated_yMB"
"mt-Nd5";3,67527001483094e-153;-0,746990733769265;0,633;0,877;7,50122610026994e-149;"Enterocytes";"mt-Nd5";"Upregulated_yMB"
"mt-Nd4l";6,69968317908606e-146;-0,837302381876507;0,52;0,803;1,36740533685146e-141;"Enterocytes";"mt-Nd4l";"Upregulated_yMB"
"mt-Nd2";2,91619352643415e-130;-0,439027409111458;0,914;0,981;5,95195098745211e-126;"Enterocytes";"mt-Nd2";"Upregulated_yMB"
"Sis";3,34174876373379e-121;-0,648580241534175;0,569;0,81;6,82050922678067e-117;"Enterocytes";"Sis";"Upregulated_yMB"
"Mgam";1,20283376872118e-117;-0,753694928915297;0,338;0,637;2,45498372195994e-113;"Enterocytes";"Mgam";"Upregulated_yMB"
"Mt1";1,31561822015551e-107;-0,728984157445875;0,352;0,638;2,68517678733739e-103;"Enterocytes";"Mt1";"Upregulated_yMB"
"Papss2";7,5377354460855e-100;-0,736071151597412;0,29;0,544;1,53845180454605e-95;"Enterocytes";"Papss2";"Upregulated_yMB"
"Gm42418";8,81247097836235e-100;-0,205983135393657;0,905;0,975;1,79862532668376e-95;"Enterocytes";"Gm42418";"Upregulated_yMB"
"Slc5a1";8,72336406930785e-97;-0,584610352116063;0,421;0,698;1,78043860654573e-92;"Enterocytes";"Slc5a1";"Upregulated_yMB"
"Mme";8,12062348364643e-95;-0,802512569733383;0,251;0,493;1,65741925301224e-90;"Enterocytes";"Mme";"Upregulated_yMB"
"Slc2a2";8,75945967355456e-91;-0,724432789367393;0,104;0,314;1,78780571937249e-86;"Enterocytes";"Slc2a2";"Upregulated_yMB"
"Chpt1";1,2774373019711e-90;-0,585932013747231;0,165;0,408;2,60724953332302e-86;"Enterocytes";"Chpt1";"Upregulated_yMB"
"mt-Atp8";6,61439043384614e-85;-0,77209587338812;0,284;0,524;1,349997087548e-80;"Enterocytes";"mt-Atp8";"Upregulated_yMB"
"mt-Co1";1,4649000858385e-84;-0,292949747625895;0,996;0,999;2,98986107519637e-80;"Enterocytes";"mt-Co1";"Upregulated_yMB"
"Actb";1,57184661561418e-84;-0,271240980215659;0,963;0,992;3,20813894246855e-80;"Enterocytes";"Actb";"Upregulated_yMB"
"Sephs2";5,60040644964751e-79;-0,701523705800862;0,222;0,443;1,14304295637306e-74;"Enterocytes";"Sephs2";"Upregulated_yMB"
"mt-Nd1";7,12220649473645e-78;-0,308192760478938;0,958;0,988;1,45364234557571e-73;"Enterocytes";"mt-Nd1";"Upregulated_yMB"
"Fam213a";5,13078828321003e-74;-0,738874788485305;0,184;0,39;1,04719388860317e-69;"Enterocytes";"Fam213a";"Upregulated_yMB"
"Gsta1";1,74362821746539e-72;-0,258091832802675;0,539;0,768;3,55874519184687e-68;"Enterocytes";"Gsta1";"Upregulated_yMB"
"Tkfc";9,78069075829118e-70;-0,521780819923249;0,236;0,452;1,99623898376723e-65;"Enterocytes";"Tkfc";"Upregulated_yMB"
"Atp1b1";3,44698825642366e-67;-0,40781216798583;0,478;0,689;7,03530303136069e-63;"Enterocytes";"Atp1b1";"Upregulated_yMB"
"Slc4a7";2,1472465955904e-66;-1,08143145894906;0,048;0,19;4,3825303016e-62;"Enterocytes";"Slc4a7";"Upregulated_yMB"
"Gm766";2,78545816191282e-66;-0,357811919542422;0,085;0,261;5,68512010846407e-62;"Enterocytes";"Gm766";"Upregulated_yMB"
"Atp1a1";4,39496138815526e-64;-0,335070035207407;0,462;0,68;8,97011619322489e-60;"Enterocytes";"Atp1a1";"Upregulated_yMB"
"Nme7";1,05762096565791e-63;-1,43004553090112;0,047;0,183;2,15860439090779e-59;"Enterocytes";"Nme7";"Upregulated_yMB"
"Hbb-bs";1,1529195520107e-62;-2,5764826439203;0,073;0,22;2,35310880565383e-58;"Enterocytes";"Hbb-bs";"Upregulated_yMB"
"Fabp1";1,84196610848179e-62;-0,306151647379258;0,941;0,98;3,75945282741134e-58;"Enterocytes";"Fabp1";"Upregulated_yMB"
"Kdelr2";1,20225104858091e-60;-0,488202445456708;0,151;0,326;2,45379439015364e-56;"Enterocytes";"Kdelr2";"Upregulated_yMB"
"AY036118";3,48836194367491e-60;-0,262951551239027;0,703;0,891;7,11974672704049e-56;"Enterocytes";"AY036118";"Upregulated_yMB"
"Slc13a1";1,98219036970266e-58;-0,822471333752144;0,069;0,21;4,04565054456313e-54;"Enterocytes";"Slc13a1";"Upregulated_yMB"
"Ces1f";6,95662122620681e-58;-0,314643188775623;0,096;0,257;1,41984639226881e-53;"Enterocytes";"Ces1f";"Upregulated_yMB"
"Gsta4";2,33810687969648e-57;-0,19974772790417;0,172;0,374;4,77207614146051e-53;"Enterocytes";"Gsta4";"Upregulated_yMB"
"Ugt2b34";4,53047310450741e-57;-0,394659743886241;0,23;0,415;9,24669560629963e-53;"Enterocytes";"Ugt2b34";"Upregulated_yMB"
"Gm26917";3,39585700943715e-55;-0,60288146157968;0,164;0,328;6,93094415626123e-51;"Enterocytes";"Gm26917";"Upregulated_yMB"
"Cd81";2,89763332580954e-54;-0,394656042049746;0,098;0,253;5,91406961797727e-50;"Enterocytes";"Cd81";"Upregulated_yMB"
"Aldob";5,06909401207475e-54;-0,294818218734471;0,832;0,946;1,03460208786446e-49;"Enterocytes";"Aldob";"Upregulated_yMB"
"Pgam1";4,04016049909786e-53;-0,274050605570139;0,23;0,429;8,24596757865873e-49;"Enterocytes";"Pgam1";"Upregulated_yMB"
"Ckb";1,18051504688839e-52;-0,225676667132593;0,286;0,507;2,4094312106992e-48;"Enterocytes";"Ckb";"Upregulated_yMB"
"Muc13";2,05585465115666e-52;-0,33027993053878;0,424;0,664;4,19599934301075e-48;"Enterocytes";"Muc13";"Upregulated_yMB"
"Adh6a";3,06975676888907e-52;-0,288199014307077;0,503;0,723;6,2653735653026e-48;"Enterocytes";"Adh6a";"Upregulated_yMB"
"Aadac";4,49549225493927e-51;-0,272038721942839;0,103;0,255;9,17529969233105e-47;"Enterocytes";"Aadac";"Upregulated_yMB"
"Gzma";1,49109155513177e-50;-2,11627732463858;0,098;0,225;3,04331786402395e-46;"Enterocytes";"Gzma";"Upregulated_yMB"
"Mttp";1,98628394722909e-50;-0,361022889653102;0,376;0,577;4,05400553629457e-46;"Enterocytes";"Mttp";"Upregulated_yMB"
"Tm4sf20";5,67947198317038e-50;-0,242941402194608;0,325;0,535;1,15918023176507e-45;"Enterocytes";"Tm4sf20";"Upregulated_yMB"
"Pkm";5,95119847902602e-50;-0,314300471335029;0,411;0,618;1,21463960956921e-45;"Enterocytes";"Pkm";"Upregulated_yMB"
"Chchd10";8,05562780162589e-49;-0,170297624237403;0,413;0,652;1,64415363431184e-44;"Enterocytes";"Chchd10";"Upregulated_yMB"
"Pim1";2,41466754557122e-47;-0,621813743154382;0,128;0,266;4,92833646051085e-43;"Enterocytes";"Pim1";"Upregulated_yMB"
"Fbp1";3,84091466332666e-47;-0,571644346236256;0,057;0,178;7,83930682784971e-43;"Enterocytes";"Fbp1";"Upregulated_yMB"
"Abhd2";3,13524627775051e-46;-0,623955123125839;0,208;0,366;6,3990376528888e-42;"Enterocytes";"Abhd2";"Upregulated_yMB"
"Ccl5";5,91889197499164e-46;-2,0023765277601;0,072;0,187;1,20804585209579e-41;"Enterocytes";"Ccl5";"Upregulated_yMB"
"Eno1";7,11753069985792e-46;-0,323765294661071;0,284;0,474;1,452688015841e-41;"Enterocytes";"Eno1";"Upregulated_yMB"
"Ak2";1,73857117211806e-45;-0,273126451436224;0,311;0,5;3,54842376229296e-41;"Enterocytes";"Ak2";"Upregulated_yMB"
"Acaa2";2,87159761083661e-45;-0,126972318015147;0,204;0,385;5,86093072371752e-41;"Enterocytes";"Acaa2";"Upregulated_yMB"
"Marc2";2,24024687575022e-44;-0,220275945109615;0,465;0,653;4,5723438734062e-40;"Enterocytes";"Marc2";"Upregulated_yMB"
"Abcc2";2,83654628473209e-44;-0,382266539029382;0,183;0,336;5,78939096713819e-40;"Enterocytes";"Abcc2";"Upregulated_yMB"
"Rdh7";4,08883686721541e-44;-0,132364721006897;0,105;0,246;8,34531604598666e-40;"Enterocytes";"Rdh7";"Upregulated_yMB"
"Fahd1";1,61109742900235e-43;-0,31499018302648;0,208;0,378;3,28824985259379e-39;"Enterocytes";"Fahd1";"Upregulated_yMB"
"Nat8";2,45108663817757e-43;-0,57737230080335;0,082;0,202;5,00266782852041e-39;"Enterocytes";"Nat8";"Upregulated_yMB"
"Fcgbp";3,89850034408173e-43;-0,90885416574822;0,14;0,275;7,95683920227082e-39;"Enterocytes";"Fcgbp";"Upregulated_yMB"
"Gstm3";3,95211924441036e-43;-0,128666885660085;0,171;0,343;8,06627537784155e-39;"Enterocytes";"Gstm3";"Upregulated_yMB"
"Spcs2";9,4714836273447e-43;-0,200313229950104;0,107;0,24;1,93312980834105e-38;"Enterocytes";"Spcs2";"Upregulated_yMB"
"Rgs1";1,26310986652985e-42;-1,88819335814863;0,03;0,121;2,57800723758743e-38;"Enterocytes";"Rgs1";"Upregulated_yMB"
"Ppa1";1,57427159790737e-42;-0,136817374442368;0,334;0,556;3,21308833132895e-38;"Enterocytes";"Ppa1";"Upregulated_yMB"
"Ugt2b5";2,88525795946168e-42;-0,675891127759504;0,028;0,122;5,8888114952613e-38;"Enterocytes";"Ugt2b5";"Upregulated_yMB"
"Lamp1";3,78189155531673e-42;-0,346725414404219;0,281;0,443;7,71884066440144e-38;"Enterocytes";"Lamp1";"Upregulated_yMB"
"Ndufa5";5,43207684707193e-42;-0,143260150005583;0,293;0,487;1,10868688448738e-37;"Enterocytes";"Ndufa5";"Upregulated_yMB"
"Ephx2";6,4003930077916e-42;-0,29140671090526;0,368;0,562;1,30632021289027e-37;"Enterocytes";"Ephx2";"Upregulated_yMB"
"Acot13";6,96615474705309e-42;-0,273178037650545;0,109;0,244;1,42179218387354e-37;"Enterocytes";"Acot13";"Upregulated_yMB"
"Hsp90b1";1,10558447353974e-41;-0,140611918216962;0,184;0,331;2,25649791049461e-37;"Enterocytes";"Hsp90b1";"Upregulated_yMB"
"AA467197";2,06358502455352e-41;-0,779612730997872;0,2;0,34;4,21177703511373e-37;"Enterocytes";"AA467197";"Upregulated_yMB"
"Nlrp6";2,21693056003736e-41;-0,382212148921346;0,114;0,247;4,52475527303625e-37;"Enterocytes";"Nlrp6";"Upregulated_yMB"
"Immt";5,27878699033356e-41;-0,28674215488464;0,18;0,328;1,07740042472708e-36;"Enterocytes";"Immt";"Upregulated_yMB"
"Reg1";1,19677558363141e-40;-0,225383763040426;0,43;0,604;2,4426189661917e-36;"Enterocytes";"Reg1";"Upregulated_yMB"
"Ddc";1,33385432903485e-40;-0,30334161445997;0,148;0,29;2,72239668556014e-36;"Enterocytes";"Ddc";"Upregulated_yMB"
"Ndufb8";1,92880620165763e-40;-0,165509376281619;0,313;0,503;3,93669345758323e-36;"Enterocytes";"Ndufb8";"Upregulated_yMB"
"mt-Atp6";2,13312703119379e-40;-0,183310349654548;0,997;1;4,35371227066653e-36;"Enterocytes";"mt-Atp6";"Upregulated_yMB"
"Ak3";2,28151931423241e-40;-0,489640113425069;0,17;0,311;4,65658092034835e-36;"Enterocytes";"Ak3";"Upregulated_yMB"
"Gm10639";4,12634162951402e-40;-0,719410284292535;0,041;0,139;8,42186326583812e-36;"Enterocytes";"Gm10639";"Upregulated_yMB"
"Prap1";9,7154478513762e-40;-0,249441039067774;0,75;0,868;1,98292290646588e-35;"Enterocytes";"Prap1";"Upregulated_yMB"
"Khk";1,15087932722525e-39;-0,142295638555647;0,384;0,585;2,34894470686673e-35;"Enterocytes";"Khk";"Upregulated_yMB"
"Ugdh";2,06129894365939e-39;-0,361649490945083;0,308;0,473;4,20711114400882e-35;"Enterocytes";"Ugdh";"Upregulated_yMB"
"Akr1b7";2,34610995236814e-39;-0,29306791519609;0,123;0,255;4,78841041278338e-35;"Enterocytes";"Akr1b7";"Upregulated_yMB"
"Ndufb6";3,08738626218527e-39;-0,160994412731838;0,211;0,376;6,30135536112013e-35;"Enterocytes";"Ndufb6";"Upregulated_yMB"
"Lct";4,54032639573652e-39;-0,526880082792156;0,161;0,295;9,26680617369823e-35;"Enterocytes";"Lct";"Upregulated_yMB"
"Gzmb";5,86524027606774e-39;-2,54607634605019;0,018;0,095;1,19709554034543e-34;"Enterocytes";"Gzmb";"Upregulated_yMB"
"H1f0";8,11080298139963e-39;-0,374562919505528;0,164;0,305;1,65541488850366e-34;"Enterocytes";"H1f0";"Upregulated_yMB"
"Casp6";1,81341734798903e-38;-0,207969357675122;0,177;0,335;3,70118480724561e-34;"Enterocytes";"Casp6";"Upregulated_yMB"
"Pdia3";5,18487523313579e-38;-0,272494250556158;0,173;0,312;1,05823303508301e-33;"Enterocytes";"Pdia3";"Upregulated_yMB"
"Hba-a1";8,83679552711465e-38;-2,72900756705782;0,024;0,104;1,8035899670841e-33;"Enterocytes";"Hba-a1";"Upregulated_yMB"
"Il18";9,82525995633748e-38;-0,123560856934495;0,146;0,29;2,00533555708848e-33;"Enterocytes";"Il18";"Upregulated_yMB"
"Smim24";2,96006576979612e-37;-0,22473015633674;0,636;0,79;6,04149423615388e-33;"Enterocytes";"Smim24";"Upregulated_yMB"
"Leap2";3,43633894640995e-37;-0,180622279867528;0,266;0,44;7,01356778962271e-33;"Enterocytes";"Leap2";"Upregulated_yMB"
"Ndufs3";6,01953509600539e-37;-0,119782676882208;0,173;0,32;1,2285871130947e-32;"Enterocytes";"Ndufs3";"Upregulated_yMB"
"mt-Cytb";6,07545199925523e-37;-0,187334929171501;0,983;0,995;1,23999975304799e-32;"Enterocytes";"mt-Cytb";"Upregulated_yMB"
"Cyc1";7,77949457731929e-37;-0,143198323421914;0,366;0,551;1,58779484323087e-32;"Enterocytes";"Cyc1";"Upregulated_yMB"
"Ndufa10";8,01138180229391e-37;-0,142182204243054;0,207;0,359;1,63512302584819e-32;"Enterocytes";"Ndufa10";"Upregulated_yMB"
"Cd7";8,96303703391799e-37;-3,12882486819072;0,009;0,076;1,82935585862266e-32;"Enterocytes";"Cd7";"Upregulated_yMB"
"Cldn15";9,22404139962134e-37;-0,167149963839711;0,213;0,355;1,88262684966272e-32;"Enterocytes";"Cldn15";"Upregulated_yMB"
"Ftl1";1,00444253476343e-36;-0,212662523097675;0,67;0,851;2,05006721345216e-32;"Enterocytes";"Ftl1";"Upregulated_yMB"
"Mbl2";1,09568984142529e-36;-2,50159297934825;0,016;0,089;2,23630296634903e-32;"Enterocytes";"Mbl2";"Upregulated_yMB"
"Cyb5r3";2,39461386241935e-36;-0,238495080352946;0,408;0,592;4,88740689319789e-32;"Enterocytes";"Cyb5r3";"Upregulated_yMB"
"Hspa9";2,46134867393595e-36;-0,139757929033561;0,137;0,272;5,02361264350327e-32;"Enterocytes";"Hspa9";"Upregulated_yMB"
"Arl6ip1";6,29946095747284e-36;-0,277354009977628;0,184;0,317;1,28571998142021e-31;"Enterocytes";"Arl6ip1";"Upregulated_yMB"
"Gpi1";8,98667417692528e-36;-0,163851041194461;0,309;0,474;1,83418019951045e-31;"Enterocytes";"Gpi1";"Upregulated_yMB"
"Vdac1";9,63088269683141e-36;-0,108331542112975;0,272;0,444;1,96566315842329e-31;"Enterocytes";"Vdac1";"Upregulated_yMB"
"Akr1c12";1,14719806334985e-35;-0,194620561427303;0,137;0,268;2,34143124729704e-31;"Enterocytes";"Akr1c12";"Upregulated_yMB"
"Srrm2";2,52561687787125e-35;-0,328805244574162;0,254;0,405;5,15478404773522e-31;"Enterocytes";"Srrm2";"Upregulated_yMB"
"Prdx6";2,79050553467304e-35;-0,135136452001233;0,239;0,408;5,69542179626767e-31;"Enterocytes";"Prdx6";"Upregulated_yMB"
"Entpd7";3,69157367077556e-35;-0,791523663712524;0,114;0,222;7,53450186205292e-31;"Enterocytes";"Entpd7";"Upregulated_yMB"
"Ndufb4";3,6929615474617e-35;-0,118956355780207;0,228;0,386;7,53733451836934e-31;"Enterocytes";"Ndufb4";"Upregulated_yMB"
"Sdha";4,06103521925511e-35;-0,104755202029048;0,245;0,403;8,28857288249967e-31;"Enterocytes";"Sdha";"Upregulated_yMB"
"Lpgat1";6,68460338212253e-35;-0,25008464921126;0,193;0,325;1,36432755029121e-30;"Enterocytes";"Lpgat1";"Upregulated_yMB"
"Uqcrc1";7,77751903303811e-35;-0,151858365689252;0,353;0,531;1,58739163464308e-30;"Enterocytes";"Uqcrc1";"Upregulated_yMB"
"Tspan3";9,67462119334936e-35;-0,274538075926183;0,175;0,303;1,9745901855626e-30;"Enterocytes";"Tspan3";"Upregulated_yMB"
"Ctsb";1,00581843456826e-34;-0,235547493116861;0,17;0,299;2,05287542495383e-30;"Enterocytes";"Ctsb";"Upregulated_yMB"
"Cbr1";1,41113195304923e-34;-0,111032814810096;0,349;0,553;2,88012031617347e-30;"Enterocytes";"Cbr1";"Upregulated_yMB"
"Hopx";1,59730094185311e-34;-0,469878699667391;0,076;0,181;3,2600912223222e-30;"Enterocytes";"Hopx";"Upregulated_yMB"
"Fh1";2,86595316851399e-34;-0,349593047620021;0,082;0,19;5,84941041693706e-30;"Enterocytes";"Fh1";"Upregulated_yMB"
"Cyp3a25";4,66519875448821e-34;-0,300656050312656;0,095;0,202;9,52167065791043e-30;"Enterocytes";"Cyp3a25";"Upregulated_yMB"
"Cyp2c68";5,76794625097886e-34;-0,255910906368344;0,062;0,159;1,17723782982479e-29;"Enterocytes";"Cyp2c68";"Upregulated_yMB"
"Gapdh";6,75470212148665e-34;-0,209204658103761;0,716;0,877;1,37863470299542e-29;"Enterocytes";"Gapdh";"Upregulated_yMB"
"Acsl5";6,87019861299178e-34;-0,143858208305502;0,339;0,505;1,40220753691162e-29;"Enterocytes";"Acsl5";"Upregulated_yMB"
"mt-Co3";9,08960329904857e-34;-0,165200109342006;0,997;0,999;1,85518803333581e-29;"Enterocytes";"mt-Co3";"Upregulated_yMB"
"2210407C18Rik";1,77428518430349e-33;-0,213080378792659;0,113;0,235;3,62131606116343e-29;"Enterocytes";"2210407C18Rik";"Upregulated_yMB"
"Slc26a6";2,23540163380644e-33;-0,460916009664798;0,171;0,287;4,56245473459895e-29;"Enterocytes";"Slc26a6";"Upregulated_yMB"
"Ndufa6";3,25847771702774e-33;-0,154300629579504;0,434;0,634;6,65055302045362e-29;"Enterocytes";"Ndufa6";"Upregulated_yMB"
"Aldoa";4,02365726453096e-33;-0,13645853710608;0,301;0,472;8,21228447690768e-29;"Enterocytes";"Aldoa";"Upregulated_yMB"
"Pgrmc2";4,72439946335773e-33;-0,680446724278301;0,063;0,155;9,64249930471313e-29;"Enterocytes";"Pgrmc2";"Upregulated_yMB"
"Aldh2";5,45399262405297e-33;-0,29863067201796;0,2;0,332;1,11315989456921e-28;"Enterocytes";"Aldh2";"Upregulated_yMB"
"Hadh";6,1319584408838e-33;-0,207217700408753;0,498;0,688;1,25153271778438e-28;"Enterocytes";"Hadh";"Upregulated_yMB"
"Ndufs1";8,7280934575665e-33;-0,507818672873726;0,094;0,198;1,78140387468932e-28;"Enterocytes";"Ndufs1";"Upregulated_yMB"
"Fuca1";9,33144965431702e-33;-0,493017762989138;0,165;0,281;1,9045488744461e-28;"Enterocytes";"Fuca1";"Upregulated_yMB"
"Tmed10";1,15995230890139e-32;-0,149673533563206;0,128;0,245;2,36746266246775e-28;"Enterocytes";"Tmed10";"Upregulated_yMB"
"Cyp2j6";2,46406256212318e-32;-0,474729592987686;0,156;0,273;5,02915168929342e-28;"Enterocytes";"Cyp2j6";"Upregulated_yMB"
"Ppp1r1b";2,97257826547296e-32;-0,387896867924688;0,077;0,179;6,06703223983032e-28;"Enterocytes";"Ppp1r1b";"Upregulated_yMB"
"Uqcrfs1";3,46661843662131e-32;-0,106512459038628;0,432;0,624;7,07536822914409e-28;"Enterocytes";"Uqcrfs1";"Upregulated_yMB"
"Mogat2";3,48772647497102e-32;-0,230824142015199;0,173;0,294;7,11844973541585e-28;"Enterocytes";"Mogat2";"Upregulated_yMB"
"Tyrobp";3,55212423177935e-32;-1,67562422044436;0,011;0,073;7,24988555706165e-28;"Enterocytes";"Tyrobp";"Upregulated_yMB"
"Aco2";5,21252777508857e-32;-0,133301261109325;0,251;0,391;1,06387691889558e-27;"Enterocytes";"Aco2";"Upregulated_yMB"
"Cd63";5,25314760634558e-32;-0,138986779860443;0,175;0,303;1,07216742645513e-27;"Enterocytes";"Cd63";"Upregulated_yMB"
"Me2";7,6183818924225e-32;-0,128251517404227;0,269;0,423;1,55491174424343e-27;"Enterocytes";"Me2";"Upregulated_yMB"
"Pcca";7,63064022548475e-32;-1,05962224786008;0,023;0,093;1,55741367002144e-27;"Enterocytes";"Pcca";"Upregulated_yMB"
"Gstt1";1,42263840226949e-31;-0,418354596531822;0,091;0,196;2,90360497903203e-27;"Enterocytes";"Gstt1";"Upregulated_yMB"
"Vapa";1,68060983835528e-31;-0,191891932711151;0,321;0,482;3,43012468008312e-27;"Enterocytes";"Vapa";"Upregulated_yMB"
"Calm2";2,00589757670237e-31;-0,13015025501331;0,391;0,568;4,09403695404953e-27;"Enterocytes";"Calm2";"Upregulated_yMB"
"2010106E10Rik";3,57872057496275e-31;-0,309295883806595;0,239;0,374;7,30416869349897e-27;"Enterocytes";"2010106E10Rik";"Upregulated_yMB"
"Mep1b";3,659774135052e-31;-0,131126858680547;0,291;0,436;7,46959900964113e-27;"Enterocytes";"Mep1b";"Upregulated_yMB"
"Smpdl3a";5,36438555320001e-31;-0,542755670167421;0,082;0,177;1,09487109140812e-26;"Enterocytes";"Smpdl3a";"Upregulated_yMB"
"Bche";9,15826219616817e-31;-0,349158344579688;0,085;0,184;1,86920131423792e-26;"Enterocytes";"Bche";"Upregulated_yMB"
"Cisd1";1,23092878135539e-30;-0,125919239091031;0,181;0,31;2,51232564274635e-26;"Enterocytes";"Cisd1";"Upregulated_yMB"
"Atp2b1";1,36595241365692e-30;-0,672506495783904;0,137;0,239;2,78790887627378e-26;"Enterocytes";"Atp2b1";"Upregulated_yMB"
"Dnajc19";1,9124352911882e-30;-0,212282325358374;0,114;0,223;3,90328042931511e-26;"Enterocytes";"Dnajc19";"Upregulated_yMB"
"Ndufv1";2,05136076237358e-30;-0,149973373141916;0,202;0,335;4,18682731600448e-26;"Enterocytes";"Ndufv1";"Upregulated_yMB"
"Adgrg7";2,20364460757924e-30;-0,806056974641063;0,073;0,162;4,49763864406923e-26;"Enterocytes";"Adgrg7";"Upregulated_yMB"
"Cyp2d26";2,39152292100251e-30;-0,400223208716167;0,192;0,309;4,88109828176612e-26;"Enterocytes";"Cyp2d26";"Upregulated_yMB"
"Tm9sf3";2,73161309066627e-30;-0,404190905768756;0,167;0,279;5,57522231804986e-26;"Enterocytes";"Tm9sf3";"Upregulated_yMB"
"Gsto1";4,11365003822579e-30;-0,233892965798926;0,373;0,536;8,39595972801883e-26;"Enterocytes";"Gsto1";"Upregulated_yMB"
"Ndufv2";4,74299912335636e-30;-0,13970800486539;0,265;0,418;9,68046121077033e-26;"Enterocytes";"Ndufv2";"Upregulated_yMB"
"Gpd1";5,3695816762282e-30;-0,174048401666964;0,227;0,363;1,09593162011817e-25;"Enterocytes";"Gpd1";"Upregulated_yMB"
"Rpgrip1";6,32176992684683e-30;-2,0439729413694;0,009;0,065;1,29027324206944e-25;"Enterocytes";"Rpgrip1";"Upregulated_yMB"
"Pdha1";7,91522819300528e-30;-0,277490780895078;0,139;0,252;1,61549807419238e-25;"Enterocytes";"Pdha1";"Upregulated_yMB"
"Slc26a3";8,11750680569738e-30;-0,215500440498411;0,066;0,156;1,65678313904284e-25;"Enterocytes";"Slc26a3";"Upregulated_yMB"
"Fuom";9,12737916728469e-30;-0,307263976701873;0,146;0,26;1,8628980880428e-25;"Enterocytes";"Fuom";"Upregulated_yMB"
"Sdhc";9,50659493590522e-30;-0,185258971395973;0,252;0,394;1,94029602641826e-25;"Enterocytes";"Sdhc";"Upregulated_yMB"
"Gstm6";1,02474602707701e-29;-0,456177947183006;0,056;0,142;2,09150664126418e-25;"Enterocytes";"Gstm6";"Upregulated_yMB"
"Ctsz";1,06018193750313e-29;-0,13831697227857;0,178;0,295;2,16383133444388e-25;"Enterocytes";"Ctsz";"Upregulated_yMB"
"Ndufs8";1,08716177534466e-29;-0,135775622893899;0,137;0,252;2,21889718347845e-25;"Enterocytes";"Ndufs8";"Upregulated_yMB"
"Cps1";1,28694016287742e-29;-0,177212253211745;0,098;0,203;2,62664487243281e-25;"Enterocytes";"Cps1";"Upregulated_yMB"
"Ugt2a3";1,48582319755511e-29;-0,231811351479782;0,056;0,142;3,03256514620997e-25;"Enterocytes";"Ugt2a3";"Upregulated_yMB"
"Cgref1";1,90227964501829e-29;-0,305390049720628;0,234;0,36;3,88255275548233e-25;"Enterocytes";"Cgref1";"Upregulated_yMB"
"Tomm70a";2,06102009350186e-29;-0,325681499394884;0,075;0,167;4,2065420108373e-25;"Enterocytes";"Tomm70a";"Upregulated_yMB"
"Chchd3";2,29191454003691e-29;-0,203574079318975;0,14;0,254;4,67779757621534e-25;"Enterocytes";"Chchd3";"Upregulated_yMB"
"Hba-a2";4,03020361821079e-29;-2,97656138328922;0,016;0,076;8,22564558476821e-25;"Enterocytes";"Hba-a2";"Upregulated_yMB"
"Tmprss15";4,93914597953631e-29;-2,82853064701453;0,01;0,065;1,00807969442336e-24;"Enterocytes";"Tmprss15";"Upregulated_yMB"
"Cd3g";5,38602337954298e-29;-2,44591500714434;0,012;0,068;1,09928737176472e-24;"Enterocytes";"Cd3g";"Upregulated_yMB"
"Tmbim6";7,20094301184607e-29;-0,153002664856047;0,421;0,587;1,46971246871778e-24;"Enterocytes";"Tmbim6";"Upregulated_yMB"
"Sepw1";7,67200692660743e-29;-0,113526023536613;0,225;0,36;1,56585661372058e-24;"Enterocytes";"Sepw1";"Upregulated_yMB"
"Neurl3";8,46239205223539e-29;-0,331315396912514;0,178;0,292;1,72717421786124e-24;"Enterocytes";"Neurl3";"Upregulated_yMB"
"Ndufv3";8,60591389334491e-29;-0,116318131674011;0,291;0,436;1,7564670256317e-24;"Enterocytes";"Ndufv3";"Upregulated_yMB"
"Fcer1g";9,33701236823237e-29;-1,92672718306325;0,011;0,067;1,90568422435623e-24;"Enterocytes";"Fcer1g";"Upregulated_yMB"
"1110001J03Rik";1,33182918994124e-28;-0,18874248174183;0,086;0,183;2,71826337667007e-24;"Enterocytes";"1110001J03Rik";"Upregulated_yMB"
"Bri3";1,66115174378527e-28;-0,11288369410105;0,217;0,35;3,39041070906574e-24;"Enterocytes";"Bri3";"Upregulated_yMB"
"Cyp4f14";2,34197332932809e-28;-0,136088286573362;0,326;0,477;4,77996756515863e-24;"Enterocytes";"Cyp4f14";"Upregulated_yMB"
"Ces2e";3,5136978499771e-28;-0,100775676753405;0,39;0,554;7,17145731180327e-24;"Enterocytes";"Ces2e";"Upregulated_yMB"
"Insig1";3,73503755197442e-28;-0,589589790834757;0,081;0,168;7,6232116435798e-24;"Enterocytes";"Insig1";"Upregulated_yMB"
"Rbm47";4,59082415156542e-28;-0,28253245768411;0,278;0,408;9,36987209334501e-24;"Enterocytes";"Rbm47";"Upregulated_yMB"
