"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"genes";"signal"
"Ptges3";6,31990515249215e-28;-0,312690785537287;0,106;0,204;1,28989264162365e-23;"Enterocytes";"Ptges3";"Upregulated_yMB"
"Ahcyl1";6,92728676302038e-28;-0,569808855214153;0,151;0,254;1,41385922833246e-23;"Enterocytes";"Ahcyl1";"Upregulated_yMB"
"Egr1";1,07855417956846e-27;-0,124557198484874;0,177;0,299;2,20132908049923e-23;"Enterocytes";"Egr1";"Upregulated_yMB"
"Ndufs7";1,70672548765536e-27;-0,104230969224813;0,268;0,411;3,4834267203046e-23;"Enterocytes";"Ndufs7";"Upregulated_yMB"
"Hkdc1";2,06384713039194e-27;-0,433308941225133;0,131;0,23;4,21231199312995e-23;"Enterocytes";"Hkdc1";"Upregulated_yMB"
"Dhrs1";3,05770877546437e-27;-0,22559962061257;0,274;0,413;6,24078361072277e-23;"Enterocytes";"Dhrs1";"Upregulated_yMB"
"Hadhb";3,37882191400599e-27;-0,242616561928518;0,154;0,263;6,89617552648623e-23;"Enterocytes";"Hadhb";"Upregulated_yMB"
"Slc16a6";4,07610925409709e-27;-0,785591650740607;0,023;0,085;8,31933898761216e-23;"Enterocytes";"Slc16a6";"Upregulated_yMB"
"Plpp1";4,17544588788305e-27;-0,364363475942852;0,065;0,147;8,5220850571693e-23;"Enterocytes";"Plpp1";"Upregulated_yMB"
"Prkg2";1,41735352313465e-26;-0,47618417306755;0,068;0,15;2,89281854071782e-22;"Enterocytes";"Prkg2";"Upregulated_yMB"
"Atp5a1";1,67500603372344e-26;-0,123197258240093;0,6;0,778;3,41868731482953e-22;"Enterocytes";"Atp5a1";"Upregulated_yMB"
"Cox20";2,30171838862782e-26;-0,138713531879539;0,1;0,197;4,69780723118939e-22;"Enterocytes";"Cox20";"Upregulated_yMB"
"Fkbp4";2,81897233897764e-26;-0,164166424822613;0,114;0,217;5,75352254385336e-22;"Enterocytes";"Fkbp4";"Upregulated_yMB"
"Sult1b1";2,87792419367931e-26;-0,109808722805626;0,493;0,679;5,87384327929947e-22;"Enterocytes";"Sult1b1";"Upregulated_yMB"
"Cyp4v3";3,33072110222397e-26;-0,239999176273958;0,211;0,322;6,79800176963913e-22;"Enterocytes";"Cyp4v3";"Upregulated_yMB"
"Akr7a5";3,848589141891e-26;-0,140457473137505;0,154;0,265;7,85497043859954e-22;"Enterocytes";"Akr7a5";"Upregulated_yMB"
"Srsf5";3,91448620804208e-26;-0,195561886088574;0,296;0,431;7,98946635061389e-22;"Enterocytes";"Srsf5";"Upregulated_yMB"
"Comt";4,00491941112752e-26;-0,341329475018601;0,11;0,203;8,17404051811127e-22;"Enterocytes";"Comt";"Upregulated_yMB"
"Ccdc47";4,61030137473673e-26;-0,647463095948195;0,047;0,118;9,40962510583767e-22;"Enterocytes";"Ccdc47";"Upregulated_yMB"
"Akp3";6,23449032424503e-26;-2,85826883287135;0,005;0,051;1,27245947517841e-21;"Enterocytes";"Akp3";"Upregulated_yMB"
"Cml5";8,54049717890959e-26;-0,615988965800548;0,048;0,12;1,74311547421545e-21;"Enterocytes";"Cml5";"Upregulated_yMB"
"Pck1";1,2035498255284e-25;-0,307190525070565;0,174;0,285;2,45644519390347e-21;"Enterocytes";"Pck1";"Upregulated_yMB"
"Pdcd4";1,45840081204624e-25;-0,358658791939613;0,108;0,2;2,97659605738637e-21;"Enterocytes";"Pdcd4";"Upregulated_yMB"
"Cyp2c66";1,64446284144579e-25;-0,569665953758361;0,017;0,073;3,35634865939085e-21;"Enterocytes";"Cyp2c66";"Upregulated_yMB"
"mt-Co2";1,65434610816975e-25;-0,144394344506151;0,996;0,998;3,37652040677445e-21;"Enterocytes";"mt-Co2";"Upregulated_yMB"
"Slc39a1";1,66157561804883e-25;-0,802127634068921;0,062;0,137;3,39127583643767e-21;"Enterocytes";"Slc39a1";"Upregulated_yMB"
"Cebpb";2,11230532412795e-25;-0,283773221309393;0,103;0,196;4,31121516654514e-21;"Enterocytes";"Cebpb";"Upregulated_yMB"
"Hnrnpa1";2,42667246346521e-25;-0,342682892654671;0,099;0,191;4,95283849793249e-21;"Enterocytes";"Hnrnpa1";"Upregulated_yMB"
"Hadha";3,19880946914773e-25;-0,241281764238926;0,245;0,362;6,52877012653052e-21;"Enterocytes";"Hadha";"Upregulated_yMB"
"Mt2";3,21421119485327e-25;-0,464397171134612;0,051;0,126;6,56020504869553e-21;"Enterocytes";"Mt2";"Upregulated_yMB"
"Set";5,12582762911638e-25;-0,262241739661438;0,111;0,205;1,04618141910265e-20;"Enterocytes";"Set";"Upregulated_yMB"
"Cyp3a11";5,46210861530213e-25;-0,3446220869802;0,165;0,267;1,11481636838316e-20;"Enterocytes";"Cyp3a11";"Upregulated_yMB"
"Cotl1";6,79175249127766e-25;-0,387177338522541;0,054;0,13;1,38619668346977e-20;"Enterocytes";"Cotl1";"Upregulated_yMB"
"Ace2";8,77262664009674e-25;-0,189845702512157;0,298;0,439;1,79049309724374e-20;"Enterocytes";"Ace2";"Upregulated_yMB"
"Tmed4";9,8361966346346e-25;-0,242000014234937;0,121;0,214;2,00756773312892e-20;"Enterocytes";"Tmed4";"Upregulated_yMB"
"Ces2g";1,22450602654316e-24;-0,373605253369433;0,029;0,091;2,49921680017459e-20;"Enterocytes";"Ces2g";"Upregulated_yMB"
"Abcc3";1,28260096989123e-24;-1,17524760954983;0,014;0,065;2,61778857954799e-20;"Enterocytes";"Abcc3";"Upregulated_yMB"
"Psap";3,27961546743502e-24;-0,285158423720989;0,075;0,156;6,69369516903488e-20;"Enterocytes";"Psap";"Upregulated_yMB"
"Cyp3a13";3,56881363271997e-24;-0,114460588084259;0,303;0,446;7,28394862438147e-20;"Enterocytes";"Cyp3a13";"Upregulated_yMB"
"Gde1";3,86306086848289e-24;-0,366726114878502;0,132;0,226;7,88450723257357e-20;"Enterocytes";"Gde1";"Upregulated_yMB"
"Aamdc";5,14525874574448e-24;-0,120318829346038;0,176;0,284;1,05014731000645e-19;"Enterocytes";"Aamdc";"Upregulated_yMB"
"Sucla2";5,20157128711409e-24;-0,12460651659107;0,214;0,329;1,06164069969999e-19;"Enterocytes";"Sucla2";"Upregulated_yMB"
"Amica1";5,54700291539325e-24;-0,946099668481518;0,029;0,09;1,13214329503176e-19;"Enterocytes";"Amica1";"Upregulated_yMB"
"Pgls";5,69443328397547e-24;-0,133243219551863;0,119;0,214;1,16223383325939e-19;"Enterocytes";"Pgls";"Upregulated_yMB"
"Dgat2";1,27981219335735e-23;-0,506263256640341;0,15;0,241;2,61209668664235e-19;"Enterocytes";"Dgat2";"Upregulated_yMB"
"Slc37a4";1,51146978622412e-23;-0,816009835387162;0,035;0,096;3,08490983368343e-19;"Enterocytes";"Slc37a4";"Upregulated_yMB"
"Gda";2,14455274826181e-23;-0,135982882386315;0,492;0,683;4,37703215920236e-19;"Enterocytes";"Gda";"Upregulated_yMB"
"Aplp2";2,2206783353097e-23;-0,77762269727764;0,079;0,153;4,53240448236709e-19;"Enterocytes";"Aplp2";"Upregulated_yMB"
"Slc3a2";2,26686246091332e-23;-0,221919206251151;0,137;0,23;4,62666628272409e-19;"Enterocytes";"Slc3a2";"Upregulated_yMB"
"Hsd17b13";2,52498012869636e-23;-0,428739014494283;0,041;0,105;5,15348444266926e-19;"Enterocytes";"Hsd17b13";"Upregulated_yMB"
"Aimp1";2,54544944297892e-23;-0,122314172603272;0,112;0,203;5,19526231311997e-19;"Enterocytes";"Aimp1";"Upregulated_yMB"
"Adh4";2,93490615773965e-23;-0,799987957697481;0,018;0,07;5,99014346794663e-19;"Enterocytes";"Adh4";"Upregulated_yMB"
"Agpat3";3,54890242871804e-23;-0,538087832456984;0,054;0,124;7,24330985701353e-19;"Enterocytes";"Agpat3";"Upregulated_yMB"
"Prrc2c";4,29540006836917e-23;-0,397780658870912;0,145;0,236;8,76691153954147e-19;"Enterocytes";"Prrc2c";"Upregulated_yMB"
"Nfib";5,43287682516114e-23;-0,616227725573237;0,038;0,1;1,10885016001539e-18;"Enterocytes";"Nfib";"Upregulated_yMB"
"Magt1";6,12143321935681e-23;-0,287794321024212;0,082;0,161;1,24938452007072e-18;"Enterocytes";"Magt1";"Upregulated_yMB"
"Hsd17b4";6,52698618985922e-23;-0,138948967670806;0,16;0,263;1,33215788135027e-18;"Enterocytes";"Hsd17b4";"Upregulated_yMB"
"Lima1";7,04046856880339e-23;-0,161027672164313;0,246;0,356;1,43695963489277e-18;"Enterocytes";"Lima1";"Upregulated_yMB"
"Mrpl18";9,78912817698427e-23;-0,213326641746037;0,121;0,213;1,99796106092249e-18;"Enterocytes";"Mrpl18";"Upregulated_yMB"
"Acat1";1,07246946229635e-22;-0,154869527085622;0,18;0,289;2,18891017254685e-18;"Enterocytes";"Acat1";"Upregulated_yMB"
"Atp5b";1,28474681543451e-22;-0,144071388543926;0,699;0,842;2,62216825030184e-18;"Enterocytes";"Atp5b";"Upregulated_yMB"
"Fmo5";1,40051224477173e-22;-0,21667802393795;0,241;0,354;2,85844549157909e-18;"Enterocytes";"Fmo5";"Upregulated_yMB"
"Dhrs4";1,64219624578254e-22;-0,179485898337293;0,142;0,242;3,35172253764217e-18;"Enterocytes";"Dhrs4";"Upregulated_yMB"
"Cuta";1,85085169625829e-22;-0,435636461654284;0,066;0,139;3,77758831206318e-18;"Enterocytes";"Cuta";"Upregulated_yMB"
"Gpx4";2,08778505103083e-22;-0,131070416402837;0,624;0,813;4,26116928915393e-18;"Enterocytes";"Gpx4";"Upregulated_yMB"
"Tpr";2,14703648080508e-22;-0,242784756653355;0,124;0,212;4,38210145732317e-18;"Enterocytes";"Tpr";"Upregulated_yMB"
"Fam234a";2,15665281707627e-22;-0,608349011831171;0,131;0,213;4,40172839965268e-18;"Enterocytes";"Fam234a";"Upregulated_yMB"
"Muc2";2,20114209629975e-22;-0,399828514923652;0,089;0,17;4,49253101854778e-18;"Enterocytes";"Muc2";"Upregulated_yMB"
"Mrps31";2,69405387283222e-22;-0,35788570560223;0,069;0,142;5,49856395445056e-18;"Enterocytes";"Mrps31";"Upregulated_yMB"
"Nadk2";3,08843385891668e-22;-0,590605048751973;0,03;0,088;6,30349350604894e-18;"Enterocytes";"Nadk2";"Upregulated_yMB"
"Slc39a5";3,28823098212461e-22;-0,135087080867517;0,079;0,156;6,71127943451633e-18;"Enterocytes";"Slc39a5";"Upregulated_yMB"
"Cnih1";3,88113135704262e-22;-0,231050449704304;0,058;0,128;7,92138909972399e-18;"Enterocytes";"Cnih1";"Upregulated_yMB"
"Ddost";4,68096814451351e-22;-0,155074684086501;0,059;0,13;9,55385598295208e-18;"Enterocytes";"Ddost";"Upregulated_yMB"
"Abcd3";5,67500426182437e-22;-0,151171963101009;0,183;0,281;1,15826836983835e-17;"Enterocytes";"Abcd3";"Upregulated_yMB"
"Slc6a20a";9,45789581407308e-22;-0,131928258517498;0,103;0,185;1,93035653565232e-17;"Enterocytes";"Slc6a20a";"Upregulated_yMB"
"Slc27a2";9,99973516853787e-22;-0,493676910499663;0,041;0,102;2,04094594789858e-17;"Enterocytes";"Slc27a2";"Upregulated_yMB"
"Slc2a5";1,05260819438632e-21;-0,386817862263343;0,047;0,11;2,14837332474249e-17;"Enterocytes";"Slc2a5";"Upregulated_yMB"
"Phyh";1,15643329115042e-21;-0,13619648756331;0,331;0,464;2,360280347238e-17;"Enterocytes";"Phyh";"Upregulated_yMB"
"Adtrp";1,96902652150778e-21;-0,114699701449542;0,069;0,142;4,01878313039738e-17;"Enterocytes";"Adtrp";"Upregulated_yMB"
"Aqp8";2,13765281061079e-21;-0,833517142590326;0,009;0,051;4,36294938645662e-17;"Enterocytes";"Aqp8";"Upregulated_yMB"
"Fos";3,00558305372782e-21;-0,117076915001728;0,414;0,577;6,13439501265849e-17;"Enterocytes";"Fos";"Upregulated_yMB"
"Fosb";4,97544637483582e-21;-0,120859407578681;0,153;0,249;1,01548860510399e-16;"Enterocytes";"Fosb";"Upregulated_yMB"
"Otop3";6,39933411172941e-21;-0,955477880605514;0,013;0,058;1,30610409220397e-16;"Enterocytes";"Otop3";"Upregulated_yMB"
"Ifngr1";9,61569463860084e-21;-0,416826348253205;0,156;0,242;1,96256327573843e-16;"Enterocytes";"Ifngr1";"Upregulated_yMB"
"Mbnl1";9,71469918123061e-21;-0,652468419231662;0,061;0,127;1,98277010288917e-16;"Enterocytes";"Mbnl1";"Upregulated_yMB"
"Eif5";1,04267028088409e-20;-0,143393772853835;0,238;0,341;2,12809004328444e-16;"Enterocytes";"Eif5";"Upregulated_yMB"
"Pbld2";1,51960758763487e-20;-0,140871358601997;0,171;0,268;3,10151908636277e-16;"Enterocytes";"Pbld2";"Upregulated_yMB"
"Nfe2l2";1,92158821029498e-20;-0,110157789351631;0,188;0,286;3,92196153721206e-16;"Enterocytes";"Nfe2l2";"Upregulated_yMB"
"Epb41l3";2,13987742526736e-20;-0,172706540796182;0,209;0,309;4,36748982497067e-16;"Enterocytes";"Epb41l3";"Upregulated_yMB"
"Eci3";2,36510381999329e-20;-0,371782232068518;0,096;0,174;4,8271768966063e-16;"Enterocytes";"Eci3";"Upregulated_yMB"
"Bri3bp";2,95993458852207e-20;-0,587908621417856;0,04;0,098;6,04122649517354e-16;"Enterocytes";"Bri3bp";"Upregulated_yMB"
"Dlat";3,11690206173711e-20;-0,329889431516202;0,047;0,108;6,36159710800543e-16;"Enterocytes";"Dlat";"Upregulated_yMB"
"Eci1";3,763131141554e-20;-0,148893899572911;0,103;0,186;7,68055065991171e-16;"Enterocytes";"Eci1";"Upregulated_yMB"
"Lonp2";4,31573141975158e-20;-0,450672005443463;0,101;0,176;8,80840782771298e-16;"Enterocytes";"Lonp2";"Upregulated_yMB"
"S100a1";4,94963843614894e-20;-0,319557191102071;0,081;0,154;1,010221204818e-15;"Enterocytes";"S100a1";"Upregulated_yMB"
"Gas6";4,96539320659805e-20;-0,680446827100796;0,022;0,071;1,01343675346666e-15;"Enterocytes";"Gas6";"Upregulated_yMB"
"Ace";6,08992808916036e-20;-0,375166869942183;0,178;0,264;1,24295432299763e-15;"Enterocytes";"Ace";"Upregulated_yMB"
"Slc40a1";7,82231382695919e-20;-1,40643487632574;0,01;0,051;1,59653425208237e-15;"Enterocytes";"Slc40a1";"Upregulated_yMB"
"Hnf4g";9,72702452302651e-20;-0,149856569766439;0,265;0,374;1,98528570514971e-15;"Enterocytes";"Hnf4g";"Upregulated_yMB"
"Rnd3";9,758292721722e-20;-0,565887637606785;0,049;0,109;1,99166754450346e-15;"Enterocytes";"Rnd3";"Upregulated_yMB"
"Barx2";1,14792207911412e-19;-0,509355307661641;0,055;0,118;2,34290896347192e-15;"Enterocytes";"Barx2";"Upregulated_yMB"
"Iyd";1,25351947006759e-19;-0,539043351573647;0,047;0,107;2,55843323840795e-15;"Enterocytes";"Iyd";"Upregulated_yMB"
"Fam13a";1,57905921336651e-19;-0,184420638208556;0,034;0,089;3,22285985448104e-15;"Enterocytes";"Fam13a";"Upregulated_yMB"
"Zc3h15";1,67600745913186e-19;-0,269055128806215;0,149;0,233;3,42073122408813e-15;"Enterocytes";"Zc3h15";"Upregulated_yMB"
"Hdhd3";1,84337377627966e-19;-0,102943891040774;0,081;0,154;3,76232587738678e-15;"Enterocytes";"Hdhd3";"Upregulated_yMB"
"Txnrd1";1,89793282763871e-19;-0,131772832233458;0,262;0,366;3,8736809012106e-15;"Enterocytes";"Txnrd1";"Upregulated_yMB"
"Ttyh2";2,09504850348801e-19;-0,884568417532469;0,049;0,107;4,27599399561903e-15;"Enterocytes";"Ttyh2";"Upregulated_yMB"
"Tmem45b";2,11293159388794e-19;-0,117841366546273;0,141;0,223;4,31249338312529e-15;"Enterocytes";"Tmem45b";"Upregulated_yMB"
"Psmb5";2,74005242171964e-19;-0,177851330281237;0,141;0,226;5,59244699272979e-15;"Enterocytes";"Psmb5";"Upregulated_yMB"
"Hnrnpd";2,99157692442503e-19;-0,189765459545806;0,118;0,198;6,10580850275149e-15;"Enterocytes";"Hnrnpd";"Upregulated_yMB"
"Mrpl55";3,42395343765638e-19;-0,190249929762007;0,056;0,12;6,98828896625668e-15;"Enterocytes";"Mrpl55";"Upregulated_yMB"
"Cftr";3,90116959695911e-19;-0,989696223592995;0,016;0,06;7,96228714739355e-15;"Enterocytes";"Cftr";"Upregulated_yMB"
"Prdx3";4,18482860616511e-19;-0,136263638756515;0,067;0,135;8,54123518518299e-15;"Enterocytes";"Prdx3";"Upregulated_yMB"
"Adh5";4,24405980479013e-19;-0,163963677933526;0,085;0,158;8,66212606157666e-15;"Enterocytes";"Adh5";"Upregulated_yMB"
"Lamp2";6,21470860584954e-19;-0,280011007335879;0,107;0,18;1,26842202645389e-14;"Enterocytes";"Lamp2";"Upregulated_yMB"
"Timm17a";7,46851301697578e-19;-0,120292509816552;0,092;0,167;1,52432350676476e-14;"Enterocytes";"Timm17a";"Upregulated_yMB"
"Nfia";8,36172702865782e-19;-0,802400973358201;0,023;0,07;1,70662848654906e-14;"Enterocytes";"Nfia";"Upregulated_yMB"
"Gadd45g";8,72631613285892e-19;-0,575886944698355;0,048;0,106;1,78104112271651e-14;"Enterocytes";"Gadd45g";"Upregulated_yMB"
"Ms4a18";9,35622333188214e-19;-0,163497623218165;0,032;0,085;1,90960518203714e-14;"Enterocytes";"Ms4a18";"Upregulated_yMB"
"Itgb1";1,48825238955215e-18;-0,385136902905156;0,094;0,163;3,03752312707593e-14;"Enterocytes";"Itgb1";"Upregulated_yMB"
"Sec31a";1,75294115686431e-18;-0,222647735209099;0,239;0,332;3,57775290116007e-14;"Enterocytes";"Sec31a";"Upregulated_yMB"
"Alpi";1,80381078336029e-18;-0,126313706048802;0,294;0,416;3,68157780883836e-14;"Enterocytes";"Alpi";"Upregulated_yMB"
"Ncor1";1,93300881204021e-18;-0,214148773088878;0,296;0,406;3,94527098537407e-14;"Enterocytes";"Ncor1";"Upregulated_yMB"
"Smlr1";2,38040919288569e-18;-0,30498072199345;0,106;0,18;4,85841516267969e-14;"Enterocytes";"Smlr1";"Upregulated_yMB"
"Hbb-bt";2,7126007105638e-18;-2,05136208918144;0,01;0,047;5,53641805026071e-14;"Enterocytes";"Hbb-bt";"Upregulated_yMB"
"Tcp1";3,02868499062226e-18;-0,135154151412357;0,089;0,162;6,18154606586004e-14;"Enterocytes";"Tcp1";"Upregulated_yMB"
"Ccl20";3,1721282464237e-18;-2,14797705746099;0,004;0,036;6,47431375095077e-14;"Enterocytes";"Ccl20";"Upregulated_yMB"
"Entpd5";3,19745100142354e-18;-0,507545457912953;0,067;0,129;6,52599749390545e-14;"Enterocytes";"Entpd5";"Upregulated_yMB"
"Tm9sf2";3,49188734263586e-18;-0,17374652632047;0,135;0,212;7,12694206631978e-14;"Enterocytes";"Tm9sf2";"Upregulated_yMB"
"Ghitm";5,94209990833152e-18;-0,233413308531388;0,217;0,31;1,21278259129046e-13;"Enterocytes";"Ghitm";"Upregulated_yMB"
"Sugt1";6,14653459339432e-18;-0,15037582162574;0,081;0,148;1,25450771051178e-13;"Enterocytes";"Sugt1";"Upregulated_yMB"
"Slc25a45";8,62393022765764e-18;-0,1762495385465;0,103;0,176;1,76014415946492e-13;"Enterocytes";"Slc25a45";"Upregulated_yMB"
"Gtf2h5";1,00606900867031e-17;-0,108447614872743;0,082;0,151;2,0533868466961e-13;"Enterocytes";"Gtf2h5";"Upregulated_yMB"
"Nudt19";1,21052225324799e-17;-0,153124114868508;0,048;0,105;2,47067591887916e-13;"Enterocytes";"Nudt19";"Upregulated_yMB"
"Bco2";1,23623568154572e-17;-0,802209446271617;0,025;0,071;2,52315702603481e-13;"Enterocytes";"Bco2";"Upregulated_yMB"
"Nfkbia";1,2613140698588e-17;-0,143949258885208;0,203;0,294;2,57434201658181e-13;"Enterocytes";"Nfkbia";"Upregulated_yMB"
"Os9";1,32108000483247e-17;-0,261665885090249;0,114;0,184;2,69632428986306e-13;"Enterocytes";"Os9";"Upregulated_yMB"
"Ppa2";1,38400968656864e-17;-0,253107940174016;0,059;0,12;2,82476377028659e-13;"Enterocytes";"Ppa2";"Upregulated_yMB"
"Gadd45a";1,43334294337888e-17;-0,124251635923067;0,14;0,219;2,92545294743629e-13;"Enterocytes";"Gadd45a";"Upregulated_yMB"
"Cldnd1";1,47826724435826e-17;-0,235283573599701;0,08;0,145;3,01714344573521e-13;"Enterocytes";"Cldnd1";"Upregulated_yMB"
"Slc22a1";1,48698748877219e-17;-0,444271969274563;0,037;0,088;3,03494146458405e-13;"Enterocytes";"Slc22a1";"Upregulated_yMB"
"Reep6";1,5573331031405e-17;-0,20735282033945;0,14;0,218;3,17851686350975e-13;"Enterocytes";"Reep6";"Upregulated_yMB"
"Cnpy2";2,1096510510101e-17;-0,11639109506682;0,091;0,159;4,30579779511161e-13;"Enterocytes";"Cnpy2";"Upregulated_yMB"
"Sumo2";2,20156967428385e-17;-0,161784846576141;0,112;0,188;4,49340370521334e-13;"Enterocytes";"Sumo2";"Upregulated_yMB"
"Ptpn18";2,26041047917732e-17;-0,288844368724696;0,031;0,08;4,6134977880009e-13;"Enterocytes";"Ptpn18";"Upregulated_yMB"
"Snd1";2,30543983231951e-17;-0,352219494109925;0,039;0,091;4,70540269776411e-13;"Enterocytes";"Snd1";"Upregulated_yMB"
"Mlec";2,43453142834484e-17;-0,222279391180082;0,112;0,184;4,96887864525181e-13;"Enterocytes";"Mlec";"Upregulated_yMB"
"Scoc";2,5292100824461e-17;-0,238912870119087;0,093;0,164;5,16211777827249e-13;"Enterocytes";"Scoc";"Upregulated_yMB"
"Nkg7";2,53486339199913e-17;-1,52069362533812;0,012;0,048;5,17365618307022e-13;"Enterocytes";"Nkg7";"Upregulated_yMB"
"Ifi27l2b";2,90437490465645e-17;-0,131003782007011;0,488;0,649;5,92782918040382e-13;"Enterocytes";"Ifi27l2b";"Upregulated_yMB"
"Clca3b";2,9097446933515e-17;-0,48745909179077;0,038;0,089;5,9387889191304e-13;"Enterocytes";"Clca3b";"Upregulated_yMB"
"Gucy2c";3,03144082340997e-17;-0,337700920648978;0,105;0,174;6,18717072057975e-13;"Enterocytes";"Gucy2c";"Upregulated_yMB"
"Slc25a11";3,36673090919406e-17;-0,140287020185905;0,138;0,218;6,87149778566508e-13;"Enterocytes";"Slc25a11";"Upregulated_yMB"
"Onecut2";3,635625731784e-17;-0,344017146952085;0,098;0,167;7,42031211857114e-13;"Enterocytes";"Onecut2";"Upregulated_yMB"
"Ggact";5,30449733047338e-17;-0,149868204670445;0,066;0,128;1,08264790514962e-12;"Enterocytes";"Ggact";"Upregulated_yMB"
"Gcat";5,35631067580503e-17;-0,347670507964012;0,054;0,111;1,09322300893181e-12;"Enterocytes";"Gcat";"Upregulated_yMB"
"Alkbh5";5,49498180086956e-17;-0,309173467594427;0,105;0,174;1,12152578555748e-12;"Enterocytes";"Alkbh5";"Upregulated_yMB"
"Nipsnap1";5,57480440446795e-17;-0,518940525082272;0,035;0,085;1,13781757895191e-12;"Enterocytes";"Nipsnap1";"Upregulated_yMB"
"Herpud1";6,68694003475324e-17;-0,134504653077658;0,121;0,194;1,36480446109314e-12;"Enterocytes";"Herpud1";"Upregulated_yMB"
"Vcp";6,72669607068771e-17;-0,184077117942865;0,192;0,274;1,37291866802736e-12;"Enterocytes";"Vcp";"Upregulated_yMB"
"Nomo1";6,83578159722788e-17;-0,43090349422699;0,047;0,1;1,39518302399421e-12;"Enterocytes";"Nomo1";"Upregulated_yMB"
"Bad";9,56911592314562e-17;-0,167611409394568;0,094;0,162;1,95305655991402e-12;"Enterocytes";"Bad";"Upregulated_yMB"
"Bmp2k";9,60954753392254e-17;-0,533332828630656;0,057;0,114;1,96130865167359e-12;"Enterocytes";"Bmp2k";"Upregulated_yMB"
"Lman1";9,92857375429862e-17;-0,20020109716662;0,066;0,126;2,02642190325235e-12;"Enterocytes";"Lman1";"Upregulated_yMB"
"Treh";1,04500083398492e-16;-0,562884101952886;0,114;0,181;2,13284670216322e-12;"Enterocytes";"Treh";"Upregulated_yMB"
"Nedd4";1,10300299180353e-16;-0,346491471021623;0,035;0,085;2,251229106271e-12;"Enterocytes";"Nedd4";"Upregulated_yMB"
"Clca1";1,19293144143531e-16;-0,944255279732147;0,035;0,084;2,43477307196946e-12;"Enterocytes";"Clca1";"Upregulated_yMB"
"Cd47";1,88219286659804e-16;-0,16257205026209;0,085;0,148;3,84155564072659e-12;"Enterocytes";"Cd47";"Upregulated_yMB"
"Ugt2b35";2,19765390795425e-16;-0,485599204955775;0,017;0,056;4,48541162613463e-12;"Enterocytes";"Ugt2b35";"Upregulated_yMB"
"Cryl1";2,22756898146001e-16;-0,12448521102937;0,187;0,27;4,54646829115987e-12;"Enterocytes";"Cryl1";"Upregulated_yMB"
"Slc6a6";2,29297513179405e-16;-0,165655993310569;0,094;0,158;4,67996224399167e-12;"Enterocytes";"Slc6a6";"Upregulated_yMB"
"Retsat";2,3325916667155e-16;-0,383689211298244;0,042;0,093;4,76081959176634e-12;"Enterocytes";"Retsat";"Upregulated_yMB"
"Dap3";2,38654470306805e-16;-0,19850779244452;0,045;0,097;4,8709377389619e-12;"Enterocytes";"Dap3";"Upregulated_yMB"
"Ccs";2,63250390714813e-16;-0,227124858302961;0,07;0,132;5,37294047448933e-12;"Enterocytes";"Ccs";"Upregulated_yMB"
"Larp4";2,71658663867087e-16;-0,461267503641357;0,054;0,108;5,54455332952724e-12;"Enterocytes";"Larp4";"Upregulated_yMB"
"Bdh1";2,78503769838432e-16;-0,19760875133567;0,072;0,134;5,6842619424024e-12;"Enterocytes";"Bdh1";"Upregulated_yMB"
"Cers6";2,98268483554321e-16;-0,736194253801078;0,066;0,122;6,08765974934369e-12;"Enterocytes";"Cers6";"Upregulated_yMB"
"Vdac3";3,22584355193568e-16;-0,116386064506835;0,113;0,186;6,58394668950073e-12;"Enterocytes";"Vdac3";"Upregulated_yMB"
"St3gal4";3,38755952462011e-16;-0,104018779257847;0,493;0,651;6,91400898974964e-12;"Enterocytes";"St3gal4";"Upregulated_yMB"
"Dusp1";3,53762858396851e-16;-0,466636230819833;0,07;0,127;7,22029993987974e-12;"Enterocytes";"Dusp1";"Upregulated_yMB"
"Ces1d";4,02196178533102e-16;-1,25538476517919;0,008;0,041;8,20882400386062e-12;"Enterocytes";"Ces1d";"Upregulated_yMB"
"Top2b";4,250396220383e-16;-0,229182965889839;0,061;0,118;8,6750586858017e-12;"Enterocytes";"Top2b";"Upregulated_yMB"
"Cyp2u1";4,93112719559926e-16;-1,03061824265269;0,017;0,055;1,00644306062181e-11;"Enterocytes";"Cyp2u1";"Upregulated_yMB"
