"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"Genes";"signal"
"Morf4l1";2,45564123589694e-11;-0,218353502109829;0,687;0,813;5,01196376246566e-07;"Bcells";"Morf4l1";"Upregulated_yMB"
"Nop14";2,50343624961398e-11;-0,536528527998382;0,134;0,216;5,10951338546214e-07;"Bcells";"Nop14";"Upregulated_yMB"
"Dnajc8";2,64481557216744e-11;-0,334535816281316;0,323;0,445;5,39806858279374e-07;"Bcells";"Dnajc8";"Upregulated_yMB"
"Runx1";2,79212986501625e-11;-0,352588457820564;0,309;0,432;5,69873705449817e-07;"Bcells";"Runx1";"Upregulated_yMB"
"Mirt1";2,79603475531032e-11;-0,533084853739216;0,207;0,307;5,70670693558835e-07;"Bcells";"Mirt1";"Upregulated_yMB"
"A530032D15Rik";2,81583023754744e-11;-0,258864497161892;0,27;0,39;5,74710951483433e-07;"Bcells";"A530032D15Rik";"Upregulated_yMB"
"Atp6v1f";2,91594762811218e-11;-0,27792686357605;0,418;0,558;5,95144910897696e-07;"Bcells";"Atp6v1f";"Upregulated_yMB"
"Icosl";3,21557590203564e-11;-0,405434029042478;0,195;0,298;6,56299041605473e-07;"Bcells";"Icosl";"Upregulated_yMB"
"Arap2";3,37199712015636e-11;-0,264635124435799;0,603;0,724;6,88224612223912e-07;"Bcells";"Arap2";"Upregulated_yMB"
"Ikbkb";4,00531469303148e-11;-0,196449295220791;0,49;0,649;8,17484728847726e-07;"Bcells";"Ikbkb";"Upregulated_yMB"
"Samsn1";4,03760276957358e-11;-0,484184187462414;0,228;0,329;8,24074725269967e-07;"Bcells";"Samsn1";"Upregulated_yMB"
"Tlk1";4,09400204633472e-11;-0,322045940591921;0,301;0,418;8,35585817656917e-07;"Bcells";"Tlk1";"Upregulated_yMB"
"H2-DMb2";4,29244902848743e-11;-0,168176929183125;0,748;0,875;8,76088846714285e-07;"Bcells";"H2-DMb2";"Upregulated_yMB"
"Eif3c";4,493810585082e-11;-0,229979068117306;0,399;0,54;9,17186740415235e-07;"Bcells";"Eif3c";"Upregulated_yMB"
"Rabac1";4,94763411924535e-11;-0,20316714960188;0,421;0,57;1,00981212373798e-06;"Bcells";"Rabac1";"Upregulated_yMB"
"Sft2d1";5,20817643037546e-11;-0,335491827354386;0,217;0,321;1,06298880943963e-06;"Bcells";"Sft2d1";"Upregulated_yMB"
"Xrn2";5,23614492733923e-11;-0,301931568654223;0,388;0,521;1,06869717966994e-06;"Bcells";"Xrn2";"Upregulated_yMB"
"Hmgb1";7,56967729502567e-11;-0,201485164395804;0,671;0,812;1,54497113591474e-06;"Bcells";"Hmgb1";"Upregulated_yMB"
"Myh9";7,9404791810047e-11;-0,221222411507928;0,687;0,818;1,62065180084306e-06;"Bcells";"Myh9";"Upregulated_yMB"
"Ppp1r10";8,61349469039957e-11;-0,31791727041626;0,288;0,403;1,75801426631055e-06;"Bcells";"Ppp1r10";"Upregulated_yMB"
"Chd3";9,62464554347436e-11;-0,350962988270308;0,256;0,359;1,96439015542312e-06;"Bcells";"Chd3";"Upregulated_yMB"
"Krtcap2";1,15492199924165e-10;-0,337112667250669;0,287;0,4;2,3571958004522e-06;"Bcells";"Krtcap2";"Upregulated_yMB"
"Supt4a";1,2219194255238e-10;-0,292900575531158;0,275;0,385;2,49393754749408e-06;"Bcells";"Supt4a";"Upregulated_yMB"
"Rbx1";1,34236231653449e-10;-0,228496289212104;0,359;0,485;2,7397614880469e-06;"Bcells";"Rbx1";"Upregulated_yMB"
"Hist1h1d";1,36686340716688e-10;-0,781142534805656;0,04;0,089;2,7897682140276e-06;"Bcells";"Hist1h1d";"Upregulated_yMB"
"Diaph1";1,44141930825913e-10;-0,234828966316447;0,414;0,554;2,94193680815689e-06;"Bcells";"Diaph1";"Upregulated_yMB"
"Taf10";1,47307159471353e-10;-0,279186820549727;0,316;0,437;3,00653912481032e-06;"Bcells";"Taf10";"Upregulated_yMB"
"Zcchc7";1,48386062700134e-10;-0,18115309518912;0,531;0,682;3,02855953970973e-06;"Bcells";"Zcchc7";"Upregulated_yMB"
"Chst10";1,55354836083666e-10;-0,535671126309636;0,089;0,157;3,17079220446763e-06;"Bcells";"Chst10";"Upregulated_yMB"
"Gbf1";1,58014467107207e-10;-0,557990514528959;0,109;0,182;3,2250752736581e-06;"Bcells";"Gbf1";"Upregulated_yMB"
"Gm8369";1,58881236863746e-10;-0,263423962292281;0,654;0,757;3,24276604438906e-06;"Bcells";"Gm8369";"Upregulated_yMB"
"Rnf216";1,61256633864861e-10;-0,316286990473166;0,195;0,292;3,29124789718181e-06;"Bcells";"Rnf216";"Upregulated_yMB"
"Cdk13";1,68663162277979e-10;-0,291825066488565;0,299;0,412;3,44241514209355e-06;"Bcells";"Cdk13";"Upregulated_yMB"
"Uvrag";1,72204231169352e-10;-0,268774664354589;0,395;0,533;3,51468835816648e-06;"Bcells";"Uvrag";"Upregulated_yMB"
"Hist1h2ae";1,94143687557006e-10;-1,22891279815121;0,027;0,07;3,96247266303849e-06;"Bcells";"Hist1h2ae";"Upregulated_yMB"
"Ablim1";2,15465890585704e-10;-0,208779672545791;0,72;0,831;4,39765882685422e-06;"Bcells";"Ablim1";"Upregulated_yMB"
"Gm10076";2,22041960739023e-10;-0,464935669864736;0,163;0,249;4,53187641868346e-06;"Bcells";"Gm10076";"Upregulated_yMB"
"Prpf8";2,27463314028886e-10;-0,316643321593523;0,253;0,365;4,64252623932956e-06;"Bcells";"Prpf8";"Upregulated_yMB"
"B3gnt7";2,38127976190151e-10;-0,457297210150405;0,13;0,21;4,86019199404099e-06;"Bcells";"B3gnt7";"Upregulated_yMB"
"Sarnp";2,56937169822391e-10;-0,30848091428528;0,26;0,367;5,244087636075e-06;"Bcells";"Sarnp";"Upregulated_yMB"
"Cox8a";2,9695356002522e-10;-0,175376038684657;0,68;0,81;6,06082216011475e-06;"Bcells";"Cox8a";"Upregulated_yMB"
"Apoe";3,05883136410029e-10;-0,711032109161271;0,349;0,451;6,24307481412869e-06;"Bcells";"Apoe";"Upregulated_yMB"
"1110004F10Rik";3,29510339634534e-10;-0,316475658166628;0,261;0,366;6,72530603194084e-06;"Bcells";"1110004F10Rik";"Upregulated_yMB"
"Ubxn1";3,53177070960838e-10;-0,288163543866576;0,297;0,41;7,20834401831071e-06;"Bcells";"Ubxn1";"Upregulated_yMB"
"Chd4";3,72336935078321e-10;-0,308122438806956;0,466;0,585;7,59939684494852e-06;"Bcells";"Chd4";"Upregulated_yMB"
"Sdhaf1";3,94912663754324e-10;-0,375232959735199;0,245;0,344;8,06016746722574e-06;"Bcells";"Sdhaf1";"Upregulated_yMB"
"Ptprcap";5,15868586111506e-10;-0,167693599180898;0,467;0,622;1,05288778425358e-05;"Bcells";"Ptprcap";"Upregulated_yMB"
"Rac2";5,756336699329e-10;-0,219274521781504;0,685;0,821;1,17486832033305e-05;"Bcells";"Rac2";"Upregulated_yMB"
"Ebf1";5,92856042967145e-10;-0,122689379656593;0,978;0,985;1,21001918369594e-05;"Bcells";"Ebf1";"Upregulated_yMB"
"Srrm2";6,21403235566591e-10;-0,178969551891936;0,838;0,924;1,26828400379141e-05;"Bcells";"Srrm2";"Upregulated_yMB"
"Aff4";6,57938406248994e-10;-0,164394026360569;0,499;0,635;1,3428522871542e-05;"Bcells";"Aff4";"Upregulated_yMB"
"Rhoa";7,07333693130934e-10;-0,156690620810924;0,804;0,904;1,44366806768024e-05;"Bcells";"Rhoa";"Upregulated_yMB"
"Prrc2c";7,14136764369148e-10;-0,221684338819632;0,682;0,812;1,45755313607743e-05;"Bcells";"Prrc2c";"Upregulated_yMB"
"Heatr1";8,24087664787192e-10;-0,706259339668564;0,062;0,117;1,68196292383066e-05;"Bcells";"Heatr1";"Upregulated_yMB"
"Filip1l";8,30170359827431e-10;-0,397617453373836;0,27;0,369;1,69437770440779e-05;"Bcells";"Filip1l";"Upregulated_yMB"
"Dpm1";8,55928163183872e-10;-0,414218977593428;0,154;0,235;1,74694938105828e-05;"Bcells";"Dpm1";"Upregulated_yMB"
"Macf1";8,86960812850782e-10;-0,202573595571249;0,772;0,868;1,81028701902845e-05;"Bcells";"Macf1";"Upregulated_yMB"
"Inpp5d";9,5273916821352e-10;-0,212272280613857;0,669;0,788;1,94454064232379e-05;"Bcells";"Inpp5d";"Upregulated_yMB"
"Ankrd11";9,97319321978783e-10;-0,214226240505027;0,553;0,694;2,0355287361587e-05;"Bcells";"Ankrd11";"Upregulated_yMB"
"Ero1lb";1,07792264077656e-09;-0,274396605577126;0,337;0,452;2,20004010982496e-05;"Bcells";"Ero1lb";"Upregulated_yMB"
"Btk";1,11372453069166e-09;-0,255098651082056;0,333;0,452;2,27311176714167e-05;"Bcells";"Btk";"Upregulated_yMB"
"Sin3a";1,12439316744921e-09;-0,484410340470185;0,117;0,191;2,29488645476384e-05;"Bcells";"Sin3a";"Upregulated_yMB"
"Dicer1";1,17329576076873e-09;-0,418891030588648;0,144;0,223;2,39469664772898e-05;"Bcells";"Dicer1";"Upregulated_yMB"
"Pyhin1";1,24289337114066e-09;-0,323014053378788;0,292;0,398;2,53674537049808e-05;"Bcells";"Pyhin1";"Upregulated_yMB"
"Apbb1ip";1,27557743514504e-09;-0,264751696254101;0,298;0,412;2,60345354513102e-05;"Bcells";"Apbb1ip";"Upregulated_yMB"
"Cirbp";1,27764821644413e-09;-0,226241266111199;0,543;0,687;2,60768000976246e-05;"Bcells";"Cirbp";"Upregulated_yMB"
"Kmt2d";1,33876961750828e-09;-0,318775670634232;0,234;0,334;2,73242878933439e-05;"Bcells";"Kmt2d";"Upregulated_yMB"
"1110032A03Rik";1,36360059878439e-09;-0,754418915279741;0,059;0,113;2,78310882211893e-05;"Bcells";"1110032A03Rik";"Upregulated_yMB"
"Snap23";1,38170496833589e-09;-0,373966018665196;0,168;0,256;2,82005984037356e-05;"Bcells";"Snap23";"Upregulated_yMB"
"Brk1";1,3899560350543e-09;-0,251323194330368;0,295;0,408;2,83690026754583e-05;"Bcells";"Brk1";"Upregulated_yMB"
"Ostf1";1,88721923604807e-09;-0,232276795210434;0,326;0,445;3,85181446077411e-05;"Bcells";"Ostf1";"Upregulated_yMB"
"Nolc1";1,90208348525264e-09;-0,426387611865558;0,176;0,26;3,88215239340064e-05;"Bcells";"Nolc1";"Upregulated_yMB"
"Whrn";1,91814592895001e-09;-0,577104722956758;0,051;0,103;3,91493584098697e-05;"Bcells";"Whrn";"Upregulated_yMB"
"Il2rg";1,9358598844067e-09;-0,208693492971833;0,488;0,617;3,95109002407407e-05;"Bcells";"Il2rg";"Upregulated_yMB"
"Eif4g3";1,94237486540531e-09;-0,320653565292333;0,287;0,391;3,96438710029224e-05;"Bcells";"Eif4g3";"Upregulated_yMB"
"Hivep2";2,08273719432973e-09;-0,27139262500419;0,276;0,38;4,25086661362698e-05;"Bcells";"Hivep2";"Upregulated_yMB"
"Snrpd1";2,13595611294784e-09;-0,2444006918278;0,273;0,38;4,35948642652654e-05;"Bcells";"Snrpd1";"Upregulated_yMB"
"Zfp1";2,22228164951494e-09;-0,42036152454976;0,124;0,196;4,53567684666e-05;"Bcells";"Zfp1";"Upregulated_yMB"
"Banf1";2,29279464926314e-09;-0,285597347382974;0,23;0,327;4,67959387914606e-05;"Bcells";"Banf1";"Upregulated_yMB"
"Zfp62";2,34432241036116e-09;-0,346844851944195;0,205;0,293;4,78476203954713e-05;"Bcells";"Zfp62";"Upregulated_yMB"
"Hist1h3e";2,35946385495037e-09;-0,94790221455045;0,031;0,073;4,8156657279537e-05;"Bcells";"Hist1h3e";"Upregulated_yMB"
"Gimap9";2,43741718418833e-09;-0,431960096741234;0,168;0,248;4,97476847292837e-05;"Bcells";"Gimap9";"Upregulated_yMB"
"Sub1";2,44591840031128e-09;-0,240282775875499;0,774;0,857;4,99211945503532e-05;"Bcells";"Sub1";"Upregulated_yMB"
"Rasa2";2,49556584719029e-09;-0,275272981837251;0,333;0,447;5,09344989411537e-05;"Bcells";"Rasa2";"Upregulated_yMB"
"Cel";2,54529730950428e-09;-3,02663661305597;0,002;0,022;5,19495180869824e-05;"Bcells";"Cel";"Upregulated_yMB"
"Rpl22";2,56381785998304e-09;-0,111867179638202;0,974;0,988;5,23275225222539e-05;"Bcells";"Rpl22";"Upregulated_yMB"
"Aldoa";2,58137985388647e-09;-0,246033228275465;0,425;0,56;5,26859628178229e-05;"Bcells";"Aldoa";"Upregulated_yMB"
"Cic";2,64441401932569e-09;-0,431308076313719;0,139;0,216;5,39724901344374e-05;"Bcells";"Cic";"Upregulated_yMB"
"Trip12";2,70916156067288e-09;-0,243369629858716;0,414;0,539;5,52939874533334e-05;"Bcells";"Trip12";"Upregulated_yMB"
"Mgea5";2,80694439177962e-09;-0,195113520660547;0,315;0,437;5,7289735036222e-05;"Bcells";"Mgea5";"Upregulated_yMB"
"Setd5";2,86817474308812e-09;-0,268993132894653;0,38;0,495;5,85394465064284e-05;"Bcells";"Setd5";"Upregulated_yMB"
"Lncpint";3,05053068425672e-09;-0,363878703397722;0,263;0,361;6,22613312656796e-05;"Bcells";"Lncpint";"Upregulated_yMB"
"Wasf2";3,2208628519419e-09;-0,198637996559381;0,361;0,478;6,57378108081342e-05;"Bcells";"Wasf2";"Upregulated_yMB"
"Son";3,434896794637e-09;-0,173194033842408;0,765;0,871;7,01062435785411e-05;"Bcells";"Son";"Upregulated_yMB"
"Spp1";3,51884644521463e-09;-3,35087803342679;0,001;0,021;7,18196559468307e-05;"Bcells";"Spp1";"Upregulated_yMB"
"Neurl3";3,99932759014528e-09;-0,321501224193021;0,436;0,557;8,16262761148652e-05;"Bcells";"Neurl3";"Upregulated_yMB"
"Gm21994";4,21254001731295e-09;-1,38855964068456;0,019;0,053;8,59779417533574e-05;"Bcells";"Gm21994";"Upregulated_yMB"
"Bmp2k";4,29952100464085e-09;-0,25590889824824;0,491;0,614;8,77532237047198e-05;"Bcells";"Bmp2k";"Upregulated_yMB"
"Pnliprp1";4,37433801072091e-09;-4,31290580395255;0,001;0,019;8,92802387988139e-05;"Bcells";"Pnliprp1";"Upregulated_yMB"
"Sun2";4,51942593230558e-09;-0,266506982678057;0,368;0,489;9,22414832783568e-05;"Bcells";"Sun2";"Upregulated_yMB"
"Kmt2c";4,87799778144746e-09;-0,170626491952332;0,408;0,54;9,95599347193427e-05;"Bcells";"Kmt2c";"Upregulated_yMB"
"Prpf6";5,16346527864011e-09;-0,33045658738248;0,17;0,252;0,000105386326337045;"Bcells";"Prpf6";"Upregulated_yMB"
"Ndufs4";5,26540617493406e-09;-0,253905751267977;0,15;0,227;0,000107466940030404;"Bcells";"Ndufs4";"Upregulated_yMB"
"Thrap3";5,28432486175032e-09;-0,227445254666842;0,477;0,607;0,000107853070428324;"Bcells";"Thrap3";"Upregulated_yMB"
"Fam134b";5,32290865251419e-09;-0,250394348403658;0,45;0,572;0,000108640565597815;"Bcells";"Fam134b";"Upregulated_yMB"
"Rnf167";5,39288326162797e-09;-0,315899083906314;0,157;0,238;0,000110068747369827;"Bcells";"Rnf167";"Upregulated_yMB"
"Cetn3";5,98929646114075e-09;-0,334851322432064;0,197;0,282;0,000122241540771883;"Bcells";"Cetn3";"Upregulated_yMB"
"Rpl10-ps3";6,97484726668884e-09;-0,757773945259246;0,064;0,116;0,000142356632713119;"Bcells";"Rpl10-ps3";"Upregulated_yMB"
"Esco1";7,18613756617646e-09;-0,349169420575015;0,281;0,38;0,000146669067725662;"Bcells";"Esco1";"Upregulated_yMB"
"Arpc3";7,28989203137759e-09;-0,20140838412403;0,63;0,753;0,000148786696360417;"Bcells";"Arpc3";"Upregulated_yMB"
"Gps2";7,45578051360231e-09;-0,455522896729511;0,168;0,245;0,000152172480282623;"Bcells";"Gps2";"Upregulated_yMB"
"Ik";7,74289541954834e-09;-0,283684879794992;0,283;0,388;0,000158032495512982;"Bcells";"Ik";"Upregulated_yMB"
"Taf6l";7,90010862092113e-09;-0,442739618053309;0,152;0,229;0,000161241216953;"Bcells";"Taf6l";"Upregulated_yMB"
"Zhx2";7,92667701801054e-09;-0,520115694162251;0,091;0,152;0,000161783477937595;"Bcells";"Zhx2";"Upregulated_yMB"
"Satb1";8,41721139575816e-09;-0,171261799263074;0,844;0,893;0,000171795284587424;"Bcells";"Satb1";"Upregulated_yMB"
"Cst3";8,42827116195902e-09;-0,310104730966081;0,357;0,466;0,000172021014415584;"Bcells";"Cst3";"Upregulated_yMB"
"Kat6a";8,54833150196453e-09;-0,253094096346106;0,311;0,422;0,000174471445955096;"Bcells";"Kat6a";"Upregulated_yMB"
"Sec24b";8,97777589879899e-09;-0,402496688082529;0,115;0,184;0,000183236406094487;"Bcells";"Sec24b";"Upregulated_yMB"
"Acin1";9,15509704459139e-09;-0,210668926126326;0,414;0,539;0,00018685553068011;"Bcells";"Acin1";"Upregulated_yMB"
"Hnrnpul1";9,66598862110705e-09;-0,197555514655873;0,333;0,455;0,000197282827756795;"Bcells";"Hnrnpul1";"Upregulated_yMB"
"Zcchc6";9,97530975167465e-09;-0,213509745305411;0,322;0,437;0,00020359607203168;"Bcells";"Zcchc6";"Upregulated_yMB"
"Gapdh";1,01458083935751e-08;-0,169693059665223;0,588;0,734;0,000207075949312867;"Bcells";"Gapdh";"Upregulated_yMB"
"Cyth1";1,02284473028276e-08;-0,239854818687512;0,466;0,586;0,000208762609450711;"Bcells";"Cyth1";"Upregulated_yMB"
"Cxcl2";1,07555069446545e-08;-0,964102890945271;0,02;0,053;0,000219519896740399;"Bcells";"Cxcl2";"Upregulated_yMB"
"Atp6v0a1";1,07776769165731e-08;-0,284601847170239;0,153;0,232;0,000219972385867258;"Bcells";"Atp6v0a1";"Upregulated_yMB"
"Fkbp15";1,15771604529135e-08;-0,358202695020733;0,183;0,267;0,000236289844843964;"Bcells";"Fkbp15";"Upregulated_yMB"
"Lcp1";1,1640993414155e-08;-0,150084251566807;0,848;0,921;0,000237592675582903;"Bcells";"Lcp1";"Upregulated_yMB"
"Scaf11";1,17137875501595e-08;-0,158370867250043;0,528;0,67;0,000239078403898755;"Bcells";"Scaf11";"Upregulated_yMB"
"Zufsp";1,32697201486991e-08;-0,291488974455962;0,095;0,157;0,000270834988234949;"Bcells";"Zufsp";"Upregulated_yMB"
"Arrdc3";1,35483733459617e-08;-0,405326203797225;0,161;0,237;0,000276522299991077;"Bcells";"Arrdc3";"Upregulated_yMB"
"Ccdc9";1,37466883649426e-08;-0,340724171412949;0,171;0,25;0,000280569909528479;"Bcells";"Ccdc9";"Upregulated_yMB"
"Lyst";1,38041685654149e-08;-0,344543229283198;0,218;0,309;0,000281743080420117;"Bcells";"Lyst";"Upregulated_yMB"
"Ms4a4b";1,4714629656383e-08;-0,693980891638637;0,034;0,074;0,000300325591286776;"Bcells";"Ms4a4b";"Upregulated_yMB"
"mt-Nd5";1,49873451121714e-08;-0,164379179911424;0,93;0,969;0,000305891713739417;"Bcells";"mt-Nd5";"Upregulated_yMB"
"Pdap1";1,58737423193613e-08;-0,238844594019719;0,186;0,27;0,000323983080738165;"Bcells";"Pdap1";"Upregulated_yMB"
"Cpa2";1,66437732592267e-08;-6,60017899220723;0;0,015;0,000339699412220817;"Bcells";"Cpa2";"Upregulated_yMB"
"Akap13";1,76886936583852e-08;-0,165637200428498;0,757;0,852;0,000361026237567642;"Bcells";"Akap13";"Upregulated_yMB"
"Emd";1,88632903276902e-08;-0,238756535761127;0,319;0,422;0,000384999755588158;"Bcells";"Emd";"Upregulated_yMB"
"Cep295";1,88788048974646e-08;-0,343535172241775;0,143;0,216;0,000385316407957253;"Bcells";"Cep295";"Upregulated_yMB"
"Pet100";1,89003336543398e-08;-0,327605194880225;0,189;0,271;0,000385755809885074;"Bcells";"Pet100";"Upregulated_yMB"
"Pcm1";1,93768810724433e-08;-0,252064288939116;0,312;0,416;0,000395482142688568;"Bcells";"Pcm1";"Upregulated_yMB"
"Pknox1";1,95144333760979e-08;-0,6224833899837;0,072;0,126;0,000398289585206159;"Bcells";"Pknox1";"Upregulated_yMB"
"Cdkal1";1,97765787583546e-08;-0,485806670345782;0,091;0,152;0,000403639972458018;"Bcells";"Cdkal1";"Upregulated_yMB"
"Zc3h18";2,05117002858071e-08;-0,332875684589231;0,152;0,226;0,000418643802833323;"Bcells";"Zc3h18";"Upregulated_yMB"
"Nop58";2,11479447958869e-08;-0,231084138903466;0,277;0,373;0,000431629553284051;"Bcells";"Nop58";"Upregulated_yMB"
"Ezr";2,1321396596336e-08;-0,210272995529157;0,734;0,837;0,000435169704531217;"Bcells";"Ezr";"Upregulated_yMB"
"Lrmp";2,20216889916424e-08;-0,295018006806784;0,225;0,312;0,000449462672319422;"Bcells";"Lrmp";"Upregulated_yMB"
"Ankhd1";2,21495523289382e-08;-0,210599648260308;0,275;0,375;0,000452072363033629;"Bcells";"Ankhd1";"Upregulated_yMB"
"Btbd7";2,22178813235661e-08;-0,432274601029587;0,064;0,116;0,000453466957813985;"Bcells";"Btbd7";"Upregulated_yMB"
"Sra1";2,305018631802e-08;-0,286463202943742;0,168;0,248;0,000470454302750788;"Bcells";"Sra1";"Upregulated_yMB"
"Nckap1l";2,36624587355971e-08;-0,237571607192024;0,247;0,343;0,000482950782793537;"Bcells";"Nckap1l";"Upregulated_yMB"
"Litaf";2,38371873609739e-08;-0,325810538194338;0,275;0,368;0,000486516994037478;"Bcells";"Litaf";"Upregulated_yMB"
"Ciita";2,43330806915561e-08;-0,295422604158474;0,318;0,426;0,000496638176914659;"Bcells";"Ciita";"Upregulated_yMB"
"mt-Atp8";2,43486329437057e-08;-0,253576780086724;0,437;0,555;0,000496955598381034;"Bcells";"mt-Atp8";"Upregulated_yMB"
"Cwf19l2";2,51818824695702e-08;-0,354666645311014;0,125;0,194;0,000513962221203928;"Bcells";"Cwf19l2";"Upregulated_yMB"
"Pcnp";2,56933658769447e-08;-0,213291285269494;0,269;0,37;0,00052440159754844;"Bcells";"Pcnp";"Upregulated_yMB"
"Ate1";2,6535576388039e-08;-0,27122574055329;0,124;0,192;0,000541591114079876;"Bcells";"Ate1";"Upregulated_yMB"
"Dhx36";2,72595712393397e-08;-0,205286529929885;0,323;0,425;0,000556367848994923;"Bcells";"Dhx36";"Upregulated_yMB"
"Snn";2,75240212186608e-08;-0,305375565193979;0,358;0,463;0,000561765273072867;"Bcells";"Snn";"Upregulated_yMB"
"Ppm1g";2,81478639381391e-08;-0,26642718348977;0,349;0,456;0,00057449790297742;"Bcells";"Ppm1g";"Upregulated_yMB"
"Trmt10a";2,86550698917577e-08;-0,846020455126171;0,041;0,083;0,000584849976490776;"Bcells";"Trmt10a";"Upregulated_yMB"
"Chd6";3,13589357784486e-08;-0,21010707504314;0,301;0,401;0,000640035879238135;"Bcells";"Chd6";"Upregulated_yMB"
"Slc2a6";3,20892700296617e-08;-1,13317095274287;0,02;0,052;0,000654942001305394;"Bcells";"Slc2a6";"Upregulated_yMB"
"Spata5";3,24851308275915e-08;-0,586804814424506;0,084;0,139;0,000663021520191143;"Bcells";"Spata5";"Upregulated_yMB"
"Adck3";3,30930457847549e-08;-0,285590222209346;0,194;0,276;0,000675429064466847;"Bcells";"Adck3";"Upregulated_yMB"
"Pi4ka";3,47177145695227e-08;-0,305704361566984;0,121;0,19;0,000708588554363958;"Bcells";"Pi4ka";"Upregulated_yMB"
"Hnrnpa1";3,71962342712304e-08;-0,175169615106431;0,622;0,757;0,000759175141475813;"Bcells";"Hnrnpa1";"Upregulated_yMB"
"Eef1b2";4,00103927466193e-08;-0,12322511633666;0,903;0,956;0,000816612115958499;"Bcells";"Eef1b2";"Upregulated_yMB"
"Kdm3b";4,04244921727162e-08;-0,299258102761278;0,146;0,218;0,000825063885245137;"Bcells";"Kdm3b";"Upregulated_yMB"
"Zfp869";4,1590181368367e-08;-0,622952236441064;0,059;0,107;0,00084885560172837;"Bcells";"Zfp869";"Upregulated_yMB"
"Gm43291";4,19637682751436e-08;-0,542158922643586;0,129;0,196;0,00085648051049568;"Bcells";"Gm43291";"Upregulated_yMB"
"Aurkaip1";4,47952712614001e-08;-0,316442633562047;0,184;0,263;0,000914271486445177;"Bcells";"Aurkaip1";"Upregulated_yMB"
"Arid5b";4,62615363725379e-08;-0,731331543778694;0,074;0,126;0,000944197957363498;"Bcells";"Arid5b";"Upregulated_yMB"
"Dclre1c";4,64476728412208e-08;-0,480897255161211;0,118;0,182;0,000947997002689318;"Bcells";"Dclre1c";"Upregulated_yMB"
"Flii";4,70749497139703e-08;-0,32070930633865;0,163;0,236;0,000960799723662134;"Bcells";"Flii";"Upregulated_yMB"
"Ubap2";4,70919712592815e-08;-0,483009667624475;0,103;0,162;0,000961147133401935;"Bcells";"Ubap2";"Upregulated_yMB"
"Phf3";4,73021595022144e-08;-0,177001160953811;0,448;0,578;0,000965437075440196;"Bcells";"Phf3";"Upregulated_yMB"
"Nfrkb";4,76225345809343e-08;-0,419425771138549;0,109;0,172;0,00097197593079687;"Bcells";"Nfrkb";"Upregulated_yMB"
"Lsm12";4,83108643899341e-08;-0,326037077960923;0,211;0,294;0,000986024742198555;"Bcells";"Lsm12";"Upregulated_yMB"
"Ccdc12";5,24849975762822e-08;-0,183805439613218;0,262;0,355;0,00107121880053192;"Bcells";"Ccdc12";"Upregulated_yMB"
"Raly";5,26362750885144e-08;-0,110765931262175;0,271;0,378;0,00107430637455658;"Bcells";"Raly";"Upregulated_yMB"
"Iqgap1";5,66333795352597e-08;-0,196575300405927;0,847;0,911;0,00115588727631465;"Bcells";"Iqgap1";"Upregulated_yMB"
"Atp6v1g1";5,82803165410484e-08;-0,153472969570489;0,362;0,48;0,0011895012606028;"Bcells";"Atp6v1g1";"Upregulated_yMB"
"Phf20";6,01407394925182e-08;-0,342942556936116;0,169;0,244;0,0012274724930423;"Bcells";"Phf20";"Upregulated_yMB"
"Themis2";6,08007582245403e-08;-0,370498278551429;0,161;0,235;0,00124094347536287;"Bcells";"Themis2";"Upregulated_yMB"
"Asxl2";6,35529583548815e-08;-0,283671758922459;0,302;0,401;0,00129711588002313;"Bcells";"Asxl2";"Upregulated_yMB"
"St3gal6";6,4104952720791e-08;-0,434721548202954;0,139;0,207;0,00130838208503134;"Bcells";"St3gal6";"Upregulated_yMB"
"Picalm";6,45809012100299e-08;-0,176790454534332;0,502;0,621;0,00131809619369671;"Bcells";"Picalm";"Upregulated_yMB"
"Vrk2";6,79044052539052e-08;-0,432045286245694;0,104;0,164;0,00138592891123221;"Bcells";"Vrk2";"Upregulated_yMB"
"Arl6ip5";7,29774467224289e-08;-0,275536916792137;0,157;0,23;0,00148946968760477;"Bcells";"Arl6ip5";"Upregulated_yMB"
"Acap1";7,31779208022181e-08;-0,257856118106344;0,246;0,338;0,00149356136357327;"Bcells";"Acap1";"Upregulated_yMB"
